,0
0,Italie2016/201738Journée  Général
1,Italie2016/201738Journée  Domicile
2,Italie2016/201738Journée  Extérieur
3,Italie2016/201737Journée  Général
4,Italie2016/201737Journée  Domicile
5,Italie2016/201737Journée  Extérieur
6,Italie2016/201736Journée  Général
7,Italie2016/201736Journée  Domicile
8,Italie2016/201736Journée  Extérieur
9,Italie2016/201735Journée  Général
10,Italie2016/201735Journée  Domicile
11,Italie2016/201735Journée  Extérieur
12,Italie2016/201734Journée  Général
13,Italie2016/201734Journée  Domicile
14,Italie2016/201734Journée  Extérieur
15,Italie2016/201733Journée  Général
16,Italie2016/201733Journée  Domicile
17,Italie2016/201733Journée  Extérieur
18,Italie2016/201732Journée  Général
19,Italie2016/201732Journée  Domicile
20,Italie2016/201732Journée  Extérieur
21,Italie2016/201731Journée  Général
22,Italie2016/201731Journée  Domicile
23,Italie2016/201731Journée  Extérieur
24,Italie2016/201730Journée  Général
25,Italie2016/201730Journée  Domicile
26,Italie2016/201730Journée  Extérieur
27,Italie2016/201729Journée  Général
28,Italie2016/201729Journée  Domicile
29,Italie2016/201729Journée  Extérieur
30,Italie2016/201728Journée  Général
31,Italie2016/201728Journée  Domicile
32,Italie2016/201728Journée  Extérieur
33,Italie2016/201727Journée  Général
34,Italie2016/201727Journée  Domicile
35,Italie2016/201727Journée  Extérieur
36,Italie2016/201726Journée  Général
37,Italie2016/201726Journée  Domicile
38,Italie2016/201726Journée  Extérieur
39,Italie2016/201725Journée  Général
40,Italie2016/201725Journée  Domicile
41,Italie2016/201725Journée  Extérieur
42,Italie2016/201724Journée  Général
43,Italie2016/201724Journée  Domicile
44,Italie2016/201724Journée  Extérieur
45,Italie2016/201723Journée  Général
46,Italie2016/201723Journée  Domicile
47,Italie2016/201723Journée  Extérieur
48,Italie2016/201722Journée  Général
49,Italie2016/201722Journée  Domicile
50,Italie2016/201722Journée  Extérieur
51,Italie2016/201721Journée  Général
52,Italie2016/201721Journée  Domicile
53,Italie2016/201721Journée  Extérieur
54,Italie2016/201720Journée  Général
55,Italie2016/201720Journée  Domicile
56,Italie2016/201720Journée  Extérieur
57,Italie2016/2017Journée  Général
58,Italie2016/2017Journée  Domicile
59,Italie2016/2017Journée  Extérieur
60,Italie2016/201719Journée  Général
61,Italie2016/201719Journée  Domicile
62,Italie2016/201719Journée  Extérieur
63,Italie2016/201718Journée  Général
64,Italie2016/201718Journée  Domicile
65,Italie2016/201718Journée  Extérieur
66,Italie2016/2017Journée  Général
67,Italie2016/2017Journée  Domicile
68,Italie2016/2017Journée  Extérieur
69,Italie2016/201716Journée  Général
70,Italie2016/201716Journée  Domicile
71,Italie2016/201716Journée  Extérieur
72,Italie2016/201715Journée  Général
73,Italie2016/201715Journée  Domicile
74,Italie2016/201715Journée  Extérieur
75,Italie2016/201714Journée  Général
76,Italie2016/201714Journée  Domicile
77,Italie2016/201714Journée  Extérieur
78,Italie2016/201713Journée  Général
79,Italie2016/201713Journée  Domicile
80,Italie2016/201713Journée  Extérieur
81,Italie2016/201712Journée  Général
82,Italie2016/201712Journée  Domicile
83,Italie2016/201712Journée  Extérieur
84,Italie2016/201711Journée  Général
85,Italie2016/201711Journée  Domicile
86,Italie2016/201711Journée  Extérieur
87,Italie2016/201710Journée  Général
88,Italie2016/201710Journée  Domicile
89,Italie2016/201710Journée  Extérieur
90,Italie2016/20179Journée  Général
91,Italie2016/20179Journée  Domicile
92,Italie2016/20179Journée  Extérieur
93,Italie2016/20178Journée  Général
94,Italie2016/20178Journée  Domicile
95,Italie2016/20178Journée  Extérieur
96,Italie2016/2017Journée  Général
97,Italie2016/2017Journée  Domicile
98,Italie2016/2017Journée  Extérieur
99,Italie2016/20177Journée  Général
100,Italie2016/20177Journée  Domicile
101,Italie2016/20177Journée  Extérieur
102,Italie2016/20176Journée  Général
103,Italie2016/20176Journée  Domicile
104,Italie2016/20176Journée  Extérieur
105,Italie2016/2017Journée  Général
106,Italie2016/2017Journée  Domicile
107,Italie2016/2017Journée  Extérieur
108,Italie2016/20175Journée  Général
109,Italie2016/20175Journée  Domicile
110,Italie2016/20175Journée  Extérieur
111,Italie2016/2017Journée  Général
112,Italie2016/2017Journée  Domicile
113,Italie2016/2017Journée  Extérieur
114,Italie2016/20174Journée  Général
115,Italie2016/20174Journée  Domicile
116,Italie2016/20174Journée  Extérieur
117,Italie2016/20173Journée  Général
118,Italie2016/20173Journée  Domicile
119,Italie2016/20173Journée  Extérieur
120,Italie2016/20172Journée  Général
121,Italie2016/20172Journée  Domicile
122,Italie2016/20172Journée  Extérieur
123,Italie2017/201826Journée  Général
124,Italie2017/201826Journée  Domicile
125,Italie2017/201826Journée  Extérieur
126,Italie2017/201825Journée  Général
127,Italie2017/201825Journée  Domicile
128,Italie2017/201825Journée  Extérieur
129,Italie2017/201824Journée  Général
130,Italie2017/201824Journée  Domicile
131,Italie2017/201824Journée  Extérieur
132,Italie2017/201823Journée  Général
133,Italie2017/201823Journée  Domicile
134,Italie2017/201823Journée  Extérieur
135,Italie2017/201822Journée  Général
136,Italie2017/201822Journée  Domicile
137,Italie2017/201822Journée  Extérieur
138,Italie2017/201821Journée  Général
139,Italie2017/201821Journée  Domicile
140,Italie2017/201821Journée  Extérieur
141,Italie2017/201820Journée  Général
142,Italie2017/201820Journée  Domicile
143,Italie2017/201820Journée  Extérieur
144,Italie2017/201819Journée  Général
145,Italie2017/201819Journée  Domicile
146,Italie2017/201819Journée  Extérieur
147,Italie2017/2018Journée  Général
148,Italie2017/2018Journée  Domicile
149,Italie2017/2018Journée  Extérieur
150,Italie2017/201818Journée  Général
151,Italie2017/201818Journée  Domicile
152,Italie2017/201818Journée  Extérieur
153,Italie2017/201817Journée  Général
154,Italie2017/201817Journée  Domicile
155,Italie2017/201817Journée  Extérieur
156,Italie2017/201816Journée  Général
157,Italie2017/201816Journée  Domicile
158,Italie2017/201816Journée  Extérieur
159,Italie2017/201815Journée  Général
160,Italie2017/201815Journée  Domicile
161,Italie2017/201815Journée  Extérieur
162,Italie2017/201814Journée  Général
163,Italie2017/201814Journée  Domicile
164,Italie2017/201814Journée  Extérieur
165,Italie2017/201813Journée  Général
166,Italie2017/201813Journée  Domicile
167,Italie2017/201813Journée  Extérieur
168,Italie2017/201812Journée  Général
169,Italie2017/201812Journée  Domicile
170,Italie2017/201812Journée  Extérieur
171,Italie2017/201811Journée  Général
172,Italie2017/201811Journée  Domicile
173,Italie2017/201811Journée  Extérieur
174,Italie2017/201810Journée  Général
175,Italie2017/201810Journée  Domicile
176,Italie2017/201810Journée  Extérieur
177,Italie2017/20189Journée  Général
178,Italie2017/20189Journée  Domicile
179,Italie2017/20189Journée  Extérieur
180,Italie2017/20188Journée  Général
181,Italie2017/20188Journée  Domicile
182,Italie2017/20188Journée  Extérieur
183,Italie2017/20187Journée  Général
184,Italie2017/20187Journée  Domicile
185,Italie2017/20187Journée  Extérieur
186,Italie2017/20186Journée  Général
187,Italie2017/20186Journée  Domicile
188,Italie2017/20186Journée  Extérieur
189,Italie2017/2018Journée  Général
190,Italie2017/2018Journée  Domicile
191,Italie2017/2018Journée  Extérieur
192,Italie2017/20185Journée  Général
193,Italie2017/20185Journée  Domicile
194,Italie2017/20185Journée  Extérieur
195,Italie2017/20184Journée  Général
196,Italie2017/20184Journée  Domicile
197,Italie2017/20184Journée  Extérieur
198,Italie2017/20183Journée  Général
199,Italie2017/20183Journée  Domicile
200,Italie2017/20183Journée  Extérieur
201,Italie2017/20182Journée  Général
202,Italie2017/20182Journée  Domicile
203,Italie2017/20182Journée  Extérieur
