,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,58,24,18,4,2,64,23,+41
1,2,FC Barcelone,54,24,16,6,2,65,20,+45
2,3,FC Séville,52,24,16,4,4,48,29,+19
3,4,Atlético Madrid,45,24,13,6,5,44,21,+23
4,5,Real Sociedad,44,24,14,2,8,37,32,+5
5,6,Villarreal CF,39,24,10,9,5,32,18,+14
6,7,Eibar SD,38,24,11,5,8,39,31,+8
7,8,Athletic Bilbao,38,24,11,5,8,31,29,+2
8,9,Espanyol Barcelone,35,24,9,8,7,33,31,+2
9,10,Celta Vigo,34,24,10,4,10,38,41,-3
10,11,Deportivo Alavés,33,24,8,9,7,24,29,-5
11,12,Las Palmas UD,28,24,7,7,10,32,36,-4
12,13,Valence CF,26,24,7,5,12,34,43,-9
13,14,Málaga CF,26,24,6,8,10,31,40,-9
14,15,Betis Séville,25,24,6,7,11,24,38,-14
15,16,CD Leganés,21,24,5,6,13,20,39,-19
16,17,Deportivo La Corogne,20,24,4,8,12,27,40,-13
17,18,Sporting Gijon,17,24,4,5,15,26,48,-22
18,19,Grenade CF,16,24,3,7,14,22,52,-30
19,20,Osasuna Pampelune,10,24,1,7,16,24,55,-31
