,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,62,24,20,2,2,59,13,+46
1,2,Borussia Dortmund,57,24,18,3,3,59,25,+34
2,3,Hertha Berlin,42,24,12,6,6,33,24,+9
3,4,Borussia Mönchengladbach,39,24,12,3,9,49,40,+9
4,5,1. FSV Mayence 05,39,24,12,3,9,34,30,+4
5,6,Schalke 04,38,24,11,5,8,34,31,+3
6,7,Bayer Leverkusen,35,24,10,5,9,33,30,+3
7,8,VfL Wolfsbourg,34,24,9,7,8,36,31,+5
8,9,FC Ingolstadt 04,31,24,8,7,9,18,25,-7
9,10,FC Cologne,30,24,7,9,8,25,30,-5
10,11,Hambourg SV,28,24,7,7,10,28,34,-6
11,12,VfB Stuttgart,28,24,8,4,12,35,48,-13
12,13,FC Augsburg,25,24,6,7,11,27,35,-8
13,14,Darmstadt 98,25,24,6,7,11,25,38,-13
14,15,Werder Brême,24,24,6,6,12,31,47,-16
15,16,Eintracht Francfort,23,24,5,8,11,27,39,-12
16,17,TSG 1899 Hoffenheim,21,24,4,9,11,25,37,-12
17,18,Hanovre 96,17,24,5,2,17,21,42,-21
