,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,49,17,16,1,0,57,19,+38
1,2,Atlético Madrid,40,17,13,1,3,37,17,+20
2,3,Real Madrid,33,17,10,3,4,41,17,+24
3,4,Málaga CF,31,17,9,4,4,28,12,+16
4,5,Betis Séville,28,17,9,1,7,26,28,-2
5,6,Levante UD,27,17,8,3,6,21,24,-3
6,7,Real Sociedad,25,17,7,4,6,24,20,+4
7,8,Rayo Vallecano,25,17,8,1,8,22,32,-10
8,9,Valence CF,24,17,7,3,7,23,26,-3
9,10,Getafe CF,24,17,7,3,7,21,25,-4
10,11,Real Valladolid,22,17,6,4,7,23,21,+2
11,12,Real Saragosse,22,17,7,1,9,20,24,-4
12,13,Athletic Bilbao,21,17,6,3,8,21,34,-13
13,14,FC Séville,19,17,5,4,8,22,26,-4
14,15,Grenade CF,16,17,4,4,9,13,25,-12
15,16,Real Majorque,16,17,4,4,9,16,29,-13
16,17,Celta Vigo,15,17,4,3,10,16,22,-6
17,18,Espanyol Barcelone,15,17,3,6,8,19,26,-7
18,19,Osasuna Pampelune,14,17,3,5,9,14,19,-5
19,20,Deportivo La Corogne,12,17,2,6,9,21,39,-18
