,0,1,2,3,4,5,6,7,8,9
0,1,Tottenham Hotspur (ANG),32,16,9,5,2,30,12,+18
1,2,Leicester City (ANG),32,15,9,5,1,25,15,+10
2,3,Manchester City (ANG),31,16,10,1,5,39,18,+21
3,4,Manchester United (ANG),31,15,9,4,2,21,7,+14
4,5,FC Arsenal (ANG),30,15,9,3,3,21,10,+11
5,6,West Ham United (ANG),29,15,8,5,2,25,15,+10
6,7,Southampton (ANG),27,16,8,3,5,28,18,+10
7,8,FC Liverpool (ANG),24,15,6,6,3,24,18,+6
8,9,Stoke City (ANG),23,15,7,2,6,17,16,+1
9,10,Swansea City (GAL),23,16,6,5,5,15,18,-3
10,11,Chelsea (ANG),22,16,5,7,4,29,24,+5
11,12,West Bromwich Albion (ANG),22,16,6,4,6,19,21,-2
12,13,Sunderland (ANG),19,15,5,4,6,20,16,+4
13,14,Newcastle United (ANG),19,16,4,7,5,23,23,0
14,15,Watford (ANG),19,16,5,4,7,14,14,0
15,16,Bournemouth (ANG),19,15,5,4,6,20,23,-3
16,17,Norwich City (ANG),17,15,4,5,6,19,22,-3
17,18,Everton (ANG),16,16,4,4,8,29,28,+1
18,19,Crystal Palace (ANG),14,16,4,2,10,16,22,-6
19,20,Aston Villa (ANG),10,15,2,4,9,11,25,-14
