,0,1,2,3,4,5,6,7,8,9
0,1,FC Arsenal (ANG),10,4,3,1,0,8,2,+6
1,2,FC Liverpool (ANG),10,5,3,1,1,9,8,+1
2,3,Manchester City (ANG),9,4,3,0,1,9,5,+4
3,4,Tottenham Hotspur (ANG),7,3,2,1,0,7,2,+5
4,5,Crystal Palace (ANG),7,4,2,1,1,6,5,+1
5,6,Chelsea (ANG),7,4,2,1,1,6,6,0
6,7,Everton (ANG),6,3,2,0,1,5,2,+3
7,8,Manchester United (ANG),6,3,2,0,1,5,4,+1
8,9,West Bromwich Albion (ANG),5,4,1,2,1,3,3,0
9,10,Middlesbrough (ANG),5,4,1,2,1,4,5,-1
10,11,Watford (ANG),4,3,1,1,1,5,5,0
11,12,Southampton (ANG),4,4,1,1,2,4,4,0
12,13,Hull City (ANG),4,3,1,1,1,4,6,-2
13,14,Swansea City (GAL),3,3,1,0,2,2,3,-1
14,15,Stoke City (ANG),2,4,0,2,2,3,7,-4
15,16,Bournemouth (ANG),2,4,0,2,2,3,8,-5
16,17,Sunderland (ANG),1,3,0,1,2,2,4,-2
17,18,West Ham United (ANG),0,3,0,0,3,4,9,-5
18,19,Burnley FC (ANG),0,2,0,0,2,0,6,-6
19,20,Leicester City (ANG),0,3,0,0,3,3,10,-7
