,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,88,34,28,4,2,80,17,+63
1,2,Borussia Dortmund,78,34,24,6,4,82,34,+48
2,3,Bayer Leverkusen,60,34,18,6,10,56,40,+16
3,4,Borussia Mönchengladbach,55,34,17,4,13,67,50,+17
4,5,Schalke 04,52,34,15,7,12,51,49,+2
5,6,1. FSV Mayence 05,50,34,14,8,12,46,42,+4
6,7,Hertha Berlin,50,34,14,8,12,42,42,0
7,8,VfL Wolfsbourg,45,34,12,9,13,47,49,-2
8,9,FC Cologne,43,34,10,13,11,38,42,-4
9,10,Hambourg SV,41,34,11,8,15,40,46,-6
10,11,FC Ingolstadt 04,40,34,10,10,14,33,42,-9
11,12,FC Augsburg,38,34,9,11,14,42,52,-10
12,13,Werder Brême,38,34,10,8,16,50,65,-15
13,14,Darmstadt 98,38,34,9,11,14,38,53,-15
14,15,TSG 1899 Hoffenheim,37,34,9,10,15,39,54,-15
15,16,Eintracht Francfort,36,34,9,9,16,34,52,-18
16,17,VfB Stuttgart,33,34,9,6,19,50,75,-25
17,18,Hanovre 96,25,34,7,4,23,31,62,-31
