,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,24,8,8,0,0,28,5,+23
1,2,AS Monaco,19,8,6,1,1,23,6,+17
2,3,FC Nantes Atlantique,16,7,5,1,1,7,3,+4
3,4,Dijon FCO,16,9,5,1,3,15,13,+2
4,5,SM Caen,16,9,5,1,3,8,7,+1
5,6,Olympique Lyonnais,15,8,4,3,1,18,11,+7
6,7,Olympique de Marseille,14,7,4,2,1,15,6,+9
7,8,Girondins de Bordeaux,14,7,4,2,1,12,6,+6
8,9,Amiens SC,13,7,4,1,2,10,6,+4
9,10,Montpellier Herault SC,13,9,3,4,2,9,5,+4
10,11,Stade Rennais,13,8,4,1,3,9,7,+2
11,12,En Avant Guingamp,13,8,3,4,1,8,6,+2
12,13,OGC Nice,13,9,4,1,4,16,16,0
13,14,AS Saint-Etienne,13,9,3,4,2,13,13,0
14,15,RC Strasbourg Alsace,12,8,3,3,2,13,10,+3
15,16,Toulouse FC,11,7,3,2,2,6,5,+1
16,17,Lille OSC,11,8,3,2,3,9,10,-1
17,-,ESTAC Troyes,11,9,3,2,4,9,10,-1
18,19,SCO Angers,3,7,0,3,4,7,15,-8
19,20,FC Metz,0,8,0,0,8,3,20,-17
