,0,1,2,3,4,5,6,7,8,9
0,1,SSC Naples,48,19,15,3,1,42,13,+29
1,2,Juventus Turin,47,19,15,2,2,48,15,+33
2,3,Inter Milan,41,19,12,5,2,34,14,+20
3,4,Lazio Rome,40,19,12,4,3,46,22,+24
4,5,AS Rome,40,19,12,4,3,30,13,+17
5,6,Sampdoria Gênes,31,19,9,4,6,35,27,+8
6,7,Fiorentina,27,19,7,6,6,28,20,+8
7,8,Atalanta Bergame,27,19,7,6,6,29,25,+4
8,9,Udinese,27,19,9,0,10,32,29,+3
9,10,Torino FC,25,19,5,10,4,25,27,-2
10,11,Milan AC,25,19,7,4,8,24,27,-3
11,12,Bologne FC,24,19,7,3,9,23,27,-4
12,13,Chievo Vérone,21,19,5,6,8,19,31,-12
13,14,US Sassuolo Calcio,21,19,6,3,10,13,29,-16
14,15,Cagliari,20,19,6,2,11,18,30,-12
15,16,Genoa CFC,18,19,4,6,9,15,22,-7
16,17,SPAL Ferrara,15,19,3,6,10,19,33,-14
17,18,Crotone,15,19,4,3,12,13,37,-24
18,19,Hellas Vérone,13,19,3,4,12,18,39,-21
19,20,Benevento Calcio,4,19,1,1,17,10,41,-31
