,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,51,19,16,3,0,48,9,+39
1,2,AS Monaco,32,19,8,8,3,25,23,+2
2,3,SCO Angers,31,19,8,7,4,17,11,+6
3,4,SM Caen,30,19,9,3,7,21,22,-1
4,5,OGC Nice,29,19,8,5,6,32,23,+9
5,6,AS Saint-Etienne,29,19,9,2,8,22,22,0
6,7,Stade Rennais,27,19,6,9,4,25,21,+4
7,8,Lorient,26,19,6,8,5,27,26,+1
8,9,Olympique Lyonnais,26,19,7,5,7,23,23,0
9,10,Olympique de Marseille,25,19,6,7,6,28,21,+7
10,11,Lille OSC,24,19,5,9,5,15,13,+2
11,12,Ajaccio Gazélec,24,19,6,6,7,20,22,-2
12,13,FC Nantes Atlantique,24,19,6,6,7,14,17,-3
13,14,Girondins de Bordeaux,23,19,5,8,6,23,28,-5
14,15,Montpellier Herault SC,22,19,6,4,9,22,25,-3
15,16,Bastia SC,22,19,6,4,9,20,24,-4
16,17,Reims,21,19,5,6,8,19,24,-5
17,18,En Avant Guingamp,19,19,5,4,10,17,27,-10
18,19,Toulouse FC,17,19,3,8,8,21,33,-12
19,20,ESTAC Troyes,8,19,0,8,11,10,35,-25
