,0,1,2,3,4,5,6,7,8,9
0,1,Atlético Madrid,40,18,13,1,4,29,9,+20
1,2,FC Barcelone,36,17,11,3,3,40,15,+25
2,3,Real Madrid,35,17,10,5,2,37,18,+19
3,4,Celta Vigo,27,17,8,3,6,21,30,-9
4,5,Athletic Bilbao,24,18,7,3,8,23,28,-5
5,6,Villarreal CF,21,17,5,6,6,16,21,-5
6,7,Betis Séville,20,18,5,5,8,16,28,-12
7,8,Valence CF,19,18,5,4,9,19,22,-3
8,9,Real Sociedad,19,18,5,4,9,22,28,-6
9,10,Deportivo La Corogne,19,18,3,10,5,18,27,-9
10,11,Málaga CF,18,18,4,6,8,12,19,-7
11,12,Las Palmas UD,15,17,4,3,10,17,29,-12
12,13,Eibar SD,14,17,3,5,9,21,33,-12
13,14,Grenade CF,13,18,3,4,11,16,37,-21
14,15,Sporting Gijon,13,18,3,4,11,11,33,-22
15,16,Espanyol Barcelone,11,18,3,2,13,18,41,-23
16,17,Rayo Vallecano,10,17,1,7,9,22,41,-19
17,18,FC Séville,9,17,0,9,8,12,25,-13
18,19,Getafe CF,8,17,2,2,13,11,45,-34
19,20,Levante UD,6,17,1,3,13,12,38,-26
