,0,1,2,3,4,5,6,7,8,9
0,1,Hellas Vérone,18,6,6,0,0,13,5,+8
1,2,SSC Naples,16,6,5,1,0,14,2,+12
2,3,AS Rome,15,5,5,0,0,13,0,+13
3,4,Juventus Turin,15,5,5,0,0,15,4,+11
4,5,Lazio Rome,13,6,4,1,1,10,4,+6
5,6,Atalanta Bergame,10,5,3,1,1,7,4,+3
6,7,Inter Milan,10,5,3,1,1,9,7,+2
7,8,Parme FC,10,6,3,1,2,11,10,+1
8,9,Milan AC,10,6,3,1,2,7,6,+1
9,-,Udinese,10,6,3,1,2,7,6,+1
10,11,Fiorentina,8,5,2,2,1,10,8,+2
11,12,AS Livourne Calcio,8,6,2,2,2,8,8,0
12,13,Cagliari,8,5,2,2,1,7,8,-1
13,14,Torino FC,7,6,1,4,1,10,9,+1
14,15,Genoa CFC,7,5,2,1,2,5,8,-3
15,16,Calcio Catane,6,5,1,3,1,3,4,-1
16,17,Bologne FC,6,6,1,3,2,8,11,-3
17,18,Sampdoria Gênes,4,6,1,1,4,6,12,-6
18,19,US Sassuolo Calcio,4,5,1,1,3,6,16,-10
19,20,Chievo Vérone,3,5,1,0,4,6,10,-4
