,0,1,2,3,4,5,6,7,8,9
0,1,SSC Naples,48,18,15,3,0,45,12,+33
1,2,Juventus Turin,47,18,15,2,1,32,6,+26
2,3,AS Rome,41,18,12,5,1,41,17,+24
3,4,Inter Milan,38,18,12,2,4,27,14,+13
4,5,Fiorentina,37,18,11,4,3,34,16,+18
5,6,Lazio Rome,33,18,10,3,5,30,19,+11
6,7,Genoa CFC,33,18,10,3,5,28,17,+11
7,8,Milan AC,33,18,9,6,3,27,19,+8
8,9,Atalanta Bergame,29,18,8,5,5,26,20,+6
9,10,US Sassuolo Calcio,29,18,7,8,3,22,19,+3
10,11,Sampdoria Gênes,28,18,8,4,6,29,22,+7
11,12,Chievo Vérone,28,18,7,7,4,25,18,+7
12,13,Torino FC,24,18,6,6,6,24,23,+1
13,14,Empoli FC,24,18,6,6,6,20,19,+1
14,15,Carpi FC 1909,23,18,6,5,7,22,23,-1
15,16,Frosinone Calcio,22,18,6,4,8,18,25,-7
16,17,Udinese,22,18,6,4,8,17,26,-9
17,18,Bologne FC,20,18,5,5,8,20,20,0
18,19,US Palerme,19,18,5,4,9,21,28,-7
19,20,Hellas Vérone,15,18,3,6,9,19,29,-10
