,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,65,25,21,2,2,76,17,+59
1,2,AS Monaco,53,25,16,5,4,60,26,+34
2,3,Olympique de Marseille,52,25,15,7,3,55,29,+26
3,4,Olympique Lyonnais,48,25,14,6,5,54,30,+24
4,5,FC Nantes Atlantique,38,25,11,5,9,26,26,0
5,6,Montpellier Herault SC,37,25,9,10,6,23,20,+3
6,7,Girondins de Bordeaux,35,25,10,5,10,32,34,-2
7,8,Stade Rennais,34,25,10,4,11,30,33,-3
8,9,OGC Nice,34,25,10,4,11,31,37,-6
9,10,En Avant Guingamp,33,25,9,6,10,25,32,-7
10,11,Dijon FCO,32,25,9,5,11,36,48,-12
11,12,SM Caen,31,25,9,4,12,18,28,-10
12,13,RC Strasbourg Alsace,30,25,8,6,11,30,42,-12
13,14,AS Saint-Etienne,30,25,8,6,11,26,40,-14
14,15,Toulouse FC,26,25,7,5,13,22,33,-11
15,16,Lille OSC,26,25,7,5,13,23,39,-16
16,17,Amiens SC,25,25,7,4,14,22,30,-8
17,18,SCO Angers,25,25,5,10,10,27,38,-11
18,19,ESTAC Troyes,25,25,7,4,14,23,34,-11
19,20,FC Metz,18,25,5,3,17,23,46,-23
