,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,23,10,7,2,1,26,6,+20
1,2,Bayer Leverkusen,23,9,7,2,0,19,6,+13
2,3,Eintracht Francfort,20,9,6,2,1,23,15,+8
3,4,Schalke 04,20,10,6,2,2,20,13,+7
4,5,1. FSV Mayence 05,19,9,6,1,2,14,6,+8
5,6,Hanovre 96,17,9,5,2,2,20,13,+7
6,7,Hambourg SV,15,8,5,0,3,10,8,+2
7,8,Borussia Dortmund,14,8,4,2,2,17,8,+9
8,9,Borussia Mönchengladbach,14,8,4,2,2,14,9,+5
9,10,SC Fribourg,14,9,4,2,3,14,10,+4
10,11,Werder Brême,14,9,4,2,3,14,16,-2
11,12,FC Nuremberg,13,9,3,4,2,11,9,+2
12,13,Fortuna Düsseldorf,13,10,3,4,3,14,16,-2
13,14,VfB Stuttgart,11,8,3,2,3,11,13,-2
14,15,VfL Wolfsbourg,9,9,2,3,4,8,14,-6
15,16,TSG 1899 Hoffenheim,9,10,2,3,5,13,22,-9
16,17,FC Augsburg,6,9,1,3,5,7,15,-8
17,18,SpVgg Greuther Fürth,3,9,0,3,6,4,15,-11
