,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),56,25,17,5,3,47,20,+27
1,2,FC Arsenal (ANG),55,25,17,4,4,48,26,+22
2,3,Manchester City (ANG),54,25,17,3,5,68,27,+41
3,4,FC Liverpool (ANG),50,25,15,5,5,63,30,+33
4,5,Tottenham Hotspur (ANG),47,25,14,5,6,32,32,0
5,6,Everton (ANG),45,25,12,9,4,37,26,+11
6,7,Manchester United (ANG),41,25,12,5,8,41,31,+10
7,8,Newcastle United (ANG),37,25,11,4,10,32,34,-2
8,9,Southampton (ANG),36,25,9,9,7,36,29,+7
9,10,Swansea City (GAL),27,25,7,6,12,32,35,-3
10,11,Hull City (ANG),27,25,7,6,12,25,30,-5
11,12,Aston Villa (ANG),27,25,7,6,12,27,36,-9
12,13,Stoke City (ANG),26,25,6,8,11,26,40,-14
13,14,Crystal Palace (ANG),26,25,8,2,15,18,34,-16
14,15,West Ham United (ANG),25,25,6,7,12,26,33,-7
15,16,Norwich City (ANG),25,25,6,7,12,19,37,-18
16,17,Sunderland (ANG),24,25,6,6,13,25,38,-13
17,18,West Bromwich Albion (ANG),23,25,4,11,10,29,37,-8
18,19,Cardiff City FC (GAL),21,25,5,6,14,19,44,-25
19,20,Fulham (ANG),20,25,6,2,17,24,55,-31
