,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,13,5,4,1,0,10,2,+8
1,2,Atlético Madrid,12,5,4,0,1,8,3,+5
2,3,Real Madrid,10,5,3,1,1,9,7,+2
3,4,Levante UD,10,5,3,1,1,6,10,-4
4,5,Grenade CF,8,5,2,2,1,4,5,-1
5,6,Villarreal CF,7,5,2,1,2,6,5,+1
6,7,Elche CF,7,5,2,1,2,6,8,-2
7,8,Celta Vigo,6,5,2,0,3,10,8,+2
8,9,Getafe CF,6,5,2,0,3,5,7,-2
9,10,Athletic Bilbao,6,5,2,0,3,6,9,-3
10,11,Real Valladolid,5,5,1,2,2,6,7,-1
11,12,Real Sociedad,5,5,1,2,2,4,7,-3
12,13,Espanyol Barcelone,4,5,1,1,3,5,9,-4
13,14,Valence CF,4,5,1,1,3,5,11,-6
14,15,FC Séville,3,5,0,3,2,6,9,-3
15,16,Málaga CF,3,5,0,3,2,4,7,-3
16,17,Osasuna Pampelune,3,5,1,0,4,4,8,-4
17,18,Rayo Vallecano,3,5,1,0,4,2,15,-13
18,19,UD Almería,1,5,0,1,4,5,13,-8
19,20,Betis Séville,1,5,0,1,4,3,12,-9
