,0,1,2,3,4,5,6,7,8,9
0,1,Manchester United (ANG),33,15,10,3,2,32,18,+14
1,2,Chelsea (ANG),27,15,8,3,4,28,18,+10
2,3,Tottenham Hotspur (ANG),26,15,8,2,5,29,22,+7
3,4,Manchester City (ANG),26,15,7,5,3,20,15,+5
4,5,FC Arsenal (ANG),23,15,6,5,4,20,13,+7
5,6,Everton (ANG),19,15,4,7,4,19,18,+1
6,7,FC Liverpool (ANG),18,15,4,6,5,27,25,+2
7,8,Swansea City (GAL),16,15,4,4,7,13,17,-4
8,9,West Bromwich Albion (ANG),15,15,4,3,8,17,24,-7
9,10,Fulham (ANG),15,15,3,6,6,18,27,-9
10,11,Wigan Athletic (ANG),14,15,4,2,9,16,25,-9
11,12,Aston Villa (ANG),14,15,3,5,7,17,34,-17
12,13,Sunderland (ANG),13,15,3,4,8,16,26,-10
13,14,Southampton (ANG),11,15,2,5,8,20,34,-14
14,15,West Ham United (ANG),11,15,3,2,10,9,26,-17
15,16,Queens Park Rangers (ANG),10,15,2,4,9,15,26,-11
16,17,Norwich City (ANG),10,15,1,7,7,12,31,-19
17,18,Stoke City (ANG),9,15,1,6,8,9,20,-11
18,19,Newcastle United (ANG),8,15,1,5,9,18,31,-13
19,20,Reading FC (ANG),5,15,1,2,12,12,28,-16
