,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,13,5,4,1,0,13,4,+9
1,2,AS Saint-Etienne,13,6,4,1,1,11,6,+5
2,3,Bastia SC,12,6,4,0,2,10,6,+4
3,4,SM Caen,12,6,4,0,2,6,7,-1
4,5,Olympique Lyonnais,11,6,3,2,1,7,2,+5
5,6,Lorient,11,6,3,2,1,10,6,+4
6,7,Girondins de Bordeaux,11,6,3,2,1,8,4,+4
7,8,Reims,10,6,3,1,2,7,4,+3
8,9,SCO Angers,10,6,2,4,0,3,1,+2
9,10,En Avant Guingamp,9,6,2,3,1,10,8,+2
10,11,FC Nantes Atlantique,9,6,3,0,3,6,7,-1
11,12,Olympique de Marseille,8,6,2,2,2,13,6,+7
12,13,Ajaccio Gazélec,8,6,2,2,2,8,7,+1
13,14,Stade Rennais,8,6,2,2,2,7,8,-1
14,15,OGC Nice,7,6,2,1,3,10,7,+3
15,16,Toulouse FC,7,6,1,4,1,8,8,0
16,17,Lille OSC,7,6,2,1,3,4,4,0
17,18,Montpellier Herault SC,6,6,2,0,4,7,9,-2
18,19,AS Monaco,6,6,1,3,2,5,8,-3
19,20,ESTAC Troyes,3,7,0,3,4,4,9,-5
