,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,75,29,24,3,2,69,14,+55
1,2,Borussia Dortmund,68,29,21,5,3,69,30,+39
2,3,Hertha Berlin,49,29,14,7,8,39,34,+5
3,4,Bayer Leverkusen,48,29,14,6,9,44,33,+11
4,5,Borussia Mönchengladbach,45,29,14,3,12,59,45,+14
5,6,1. FSV Mayence 05,45,29,13,6,10,40,36,+4
6,7,Schalke 04,45,29,13,6,10,41,40,+1
7,8,VfL Wolfsbourg,39,29,10,9,10,40,38,+2
8,9,FC Ingolstadt 04,39,29,10,9,10,27,31,-4
9,10,Hambourg SV,34,29,9,7,13,35,40,-5
10,11,FC Cologne,34,29,8,10,11,29,37,-8
11,12,VfB Stuttgart,33,29,9,6,14,46,59,-13
12,13,Darmstadt 98,32,29,7,11,11,32,44,-12
13,14,TSG 1899 Hoffenheim,31,29,7,10,12,33,44,-11
14,15,FC Augsburg,30,29,7,9,13,37,48,-11
15,16,Werder Brême,28,29,7,7,15,39,59,-20
16,17,Eintracht Francfort,27,29,6,9,14,29,46,-17
17,18,Hanovre 96,18,29,5,3,21,24,54,-30
