,0,1,2,3,4,5,6,7,8,9
0,1,Leicester City (ANG),28,13,8,4,1,26,14,+12
1,2,FC Arsenal (ANG),24,13,7,3,3,23,15,+8
2,3,Tottenham Hotspur (ANG),23,12,6,5,1,22,10,+12
3,4,Everton (ANG),19,12,4,7,1,19,12,+7
4,5,West Ham United (ANG),19,13,5,4,4,18,15,+3
5,6,Manchester City (ANG),19,12,5,4,3,13,11,+2
6,7,Manchester United (ANG),19,13,5,4,4,17,17,0
7,8,Crystal Palace (ANG),18,12,5,3,4,12,13,-1
8,9,FC Liverpool (ANG),18,13,5,3,5,16,19,-3
9,10,Stoke City (ANG),16,13,4,4,5,11,18,-7
10,11,Watford (ANG),15,12,4,3,5,14,16,-2
11,12,Bournemouth (ANG),15,13,4,3,6,15,23,-8
12,13,Southampton (ANG),14,12,3,5,4,10,11,-1
13,14,Chelsea (ANG),13,12,3,4,5,12,15,-3
14,15,West Bromwich Albion (ANG),13,12,3,4,5,8,14,-6
15,16,Swansea City (GAL),10,12,2,4,6,11,16,-5
16,17,Norwich City (ANG),8,13,2,2,9,12,30,-18
17,18,Sunderland (ANG),8,13,2,2,9,17,36,-19
18,19,Newcastle United (ANG),7,12,2,1,9,6,26,-20
19,20,Aston Villa (ANG),6,13,1,3,9,10,26,-16
