,0,1,2,3,4,5,6,7,8,9
0,1,AS Monaco,74,31,23,5,3,89,26,+63
1,2,Paris SG,71,31,22,5,4,63,23,+40
2,3,OGC Nice,67,31,19,10,2,50,25,+25
3,4,Olympique Lyonnais,54,31,17,3,11,64,35,+29
4,5,Olympique de Marseille,47,31,13,8,10,44,38,+6
5,6,Girondins de Bordeaux,46,31,12,10,9,43,39,+4
6,7,AS Saint-Etienne,44,31,11,11,9,34,26,+8
7,8,En Avant Guingamp,41,31,11,8,12,38,39,-1
8,9,FC Nantes Atlantique,41,31,11,8,12,30,45,-15
9,10,Toulouse FC,40,31,10,10,11,33,33,0
10,11,Stade Rennais,40,31,9,13,9,29,34,-5
11,12,SCO Angers,39,31,11,6,14,32,40,-8
12,13,Lille OSC,37,31,10,7,14,30,37,-7
13,14,FC Metz,35,31,9,8,14,31,59,-28
14,15,Montpellier Herault SC,33,31,8,9,14,43,55,-12
15,16,SM Caen,32,31,9,5,17,31,52,-21
16,17,Dijon FCO,29,31,6,11,14,39,48,-9
17,18,Nancy,28,31,7,7,17,21,41,-20
18,19,Lorient,28,31,8,4,19,33,61,-28
19,20,Bastia SC,25,31,5,10,16,24,45,-21
