,0,1,2,3,4,5,6,7,8,9
0,1,Fiorentina,19,7,6,1,0,15,3,+12
1,2,SSC Naples,17,7,5,2,0,14,6,+8
2,3,Juventus Turin,16,7,5,1,1,13,5,+8
3,-,Calcio Catane,16,7,5,1,1,13,5,+8
4,5,Lazio Rome,13,6,4,1,1,12,7,+5
5,6,Parme FC,12,6,3,3,0,9,5,+4
6,7,Sienne  ,12,7,3,3,1,6,4,+2
7,8,Atalanta Bergame  ,12,6,4,0,2,8,9,-1
8,9,AS Rome,11,7,3,2,2,15,10,+5
9,10,Chievo Vérone,11,7,3,2,2,10,9,+1
10,11,Inter Milan,10,6,3,1,2,10,10,0
11,12,Milan AC,9,7,3,0,4,9,7,+2
12,-,US Palerme,9,6,2,3,1,9,7,+2
13,14,Udinese,9,6,2,3,1,8,9,-1
14,15,Bologne FC,8,6,2,2,2,11,8,+3
15,16,Cagliari,8,6,2,2,2,7,8,-1
16,17,Sampdoria Gênes  ,7,6,2,1,3,7,7,0
17,18,Torino FC  ,7,6,2,1,3,5,6,-1
18,19,Pescara Calcio,7,7,2,1,4,6,15,-9
19,20,Genoa CFC,5,7,1,2,4,9,14,-5
