,0,1,2,3,4,5,6,7,8,9
0,1,Borussia Dortmund,15,5,5,0,0,15,4,+11
1,2,Bayern Munich,13,5,4,1,0,9,2,+7
2,3,Bayer Leverkusen,12,5,4,0,1,11,6,+5
3,4,Hanovre 96,9,5,3,0,2,8,7,+1
4,5,1. FSV Mayence 05,9,5,3,0,2,8,8,0
5,6,FC Augsburg,9,5,3,0,2,5,7,-2
6,7,TSG 1899 Hoffenheim,8,5,2,2,1,14,13,+1
7,8,Hertha Berlin,7,5,2,1,2,9,6,+3
8,9,Schalke 04,7,5,2,1,2,7,9,-2
9,10,VfB Stuttgart,6,5,2,0,3,10,8,+2
10,11,Borussia Mönchengladbach,6,5,2,0,3,11,10,+1
11,12,VfL Wolfsbourg,6,5,2,0,3,7,7,0
12,13,Eintracht Francfort,6,5,2,0,3,7,9,-2
13,14,Werder Brême,6,5,2,0,3,3,8,-5
14,15,Hambourg SV,4,5,1,1,3,10,15,-5
15,16,FC Nuremberg,3,5,0,3,2,5,8,-3
16,17,SC Fribourg,2,5,0,2,3,7,11,-4
17,18,Eintracht Braunschweig,1,5,0,1,4,2,10,-8
