,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,42,17,13,3,1,29,9,+20
1,2,Borussia Dortmund,33,17,10,3,4,33,20,+13
2,3,Bayer Leverkusen,27,17,8,3,6,25,23,+2
3,4,Darmstadt 98,26,17,7,5,5,23,24,-1
4,5,FC Augsburg,23,17,6,5,6,24,25,-1
5,6,1. FSV Mayence 05,22,17,6,4,7,23,24,-1
6,7,FC Cologne,22,16,5,7,4,20,22,-2
7,8,Schalke 04,20,16,6,2,8,19,24,-5
8,9,Hambourg SV,19,16,5,4,7,17,22,-5
9,10,Werder Brême,18,17,5,3,9,23,35,-12
10,11,Hertha Berlin,17,16,5,2,9,18,27,-9
11,12,FC Ingolstadt 04,14,16,3,5,8,9,21,-12
12,13,VfB Stuttgart,14,16,3,5,8,27,40,-13
13,14,TSG 1899 Hoffenheim,13,17,3,4,10,17,29,-12
14,15,Hanovre 96,13,16,3,4,9,15,29,-14
15,16,VfL Wolfsbourg,13,17,3,4,10,15,32,-17
16,17,Borussia Mönchengladbach,12,16,3,3,10,23,32,-9
17,18,Eintracht Francfort,12,16,3,3,10,12,27,-15
