,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,94,36,30,4,2,109,39,+70
1,2,Real Madrid,81,36,25,6,5,96,37,+59
2,3,Atlético Madrid,72,36,22,6,8,62,30,+32
3,4,Real Sociedad,62,36,17,11,8,66,46,+20
4,5,Valence CF,62,36,18,8,10,63,50,+13
5,6,Málaga CF,54,36,15,9,12,49,45,+4
6,7,Betis Séville,52,36,15,7,14,52,55,-3
7,8,Rayo Vallecano,49,36,15,4,17,46,63,-17
8,9,FC Séville,47,36,13,8,15,53,49,+4
9,10,Getafe CF,47,36,13,8,15,42,53,-11
10,11,Espanyol Barcelone,44,36,11,11,14,43,49,-6
11,12,Athletic Bilbao,44,36,12,8,16,42,62,-20
12,13,Real Valladolid,43,36,11,10,15,47,52,-5
13,14,Levante UD,42,36,11,9,16,38,56,-18
14,15,Grenade CF,39,36,10,9,17,35,53,-18
15,16,Osasuna Pampelune,36,36,9,9,18,29,45,-16
16,17,Deportivo La Corogne,35,36,8,11,17,46,66,-20
17,18,Real Saragosse,34,36,9,7,20,36,55,-19
18,19,Real Majorque,32,36,8,8,20,39,70,-31
19,20,Celta Vigo,31,36,8,7,21,34,52,-18
