,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,29,11,9,2,0,31,5,+26
1,2,Atlético Madrid,28,12,8,4,0,17,4,+13
2,3,Valence CF,26,12,8,2,2,25,11,+14
3,4,Getafe CF,24,13,7,3,3,21,9,+12
4,5,FC Séville,24,11,7,3,1,18,9,+9
5,6,Real Madrid,23,12,7,2,3,31,13,+18
6,7,Eibar SD,21,13,6,3,4,23,15,+8
7,8,Villarreal CF,20,11,6,2,3,22,12,+10
8,9,Girona FC,20,12,6,2,4,21,13,+8
9,10,Betis Séville,20,13,6,2,5,25,28,-3
10,11,Espanyol Barcelone,19,13,5,4,4,12,12,0
11,12,Deportivo Alavés,19,13,6,1,6,13,16,-3
12,13,Real Sociedad,18,13,5,3,5,30,23,+7
13,14,CD Leganés,17,11,5,2,4,11,12,-1
14,15,Celta Vigo,16,11,4,4,3,18,16,+2
15,16,Athletic Bilbao,15,11,3,6,2,8,6,+2
16,17,Las Palmas UD,13,12,4,1,7,13,24,-11
17,18,Levante UD,11,12,2,5,5,12,18,-6
18,19,Deportivo La Corogne,11,12,3,2,7,13,21,-8
19,20,Málaga CF,9,12,2,3,7,10,18,-8
