,0,1,2,3,4,5,6,7,8,9
0,1,FC Séville,9,3,3,0,0,9,5,+4
1,2,Atlético Madrid,7,3,2,1,0,7,1,+6
2,3,Las Palmas UD,7,3,2,1,0,8,3,+5
3,4,Real Madrid,7,3,2,1,0,8,4,+4
4,5,Villarreal CF,7,3,2,1,0,5,2,+3
5,6,Eibar SD,7,3,2,1,0,4,1,+3
6,7,Athletic Bilbao,6,3,2,0,1,5,3,+2
7,8,Sporting Gijon,6,3,2,0,1,4,7,-3
8,9,Deportivo Alavés,5,3,1,2,0,3,1,+2
9,10,Betis Séville,5,3,1,2,0,3,2,+1
10,11,FC Barcelone,4,3,1,1,1,8,5,+3
11,12,Real Sociedad,4,3,1,1,1,5,5,0
12,13,Málaga CF,4,3,1,1,1,3,4,-1
13,14,Deportivo La Corogne,3,3,1,0,2,3,4,-1
14,15,Valence CF,3,3,1,0,2,6,8,-2
15,16,Celta Vigo,3,3,1,0,2,2,6,-4
16,17,Grenade CF,1,3,0,1,2,3,5,-2
17,18,Osasuna Pampelune,1,3,0,1,2,1,4,-3
18,19,Espanyol Barcelone,1,3,0,1,2,2,6,-4
19,20,CD Leganés,1,3,0,1,2,2,7,-5
