,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,6,2,2,0,0,7,3,+4
1,2,FC Séville,6,2,2,0,0,8,5,+3
2,3,Sporting Gijon,6,2,2,0,0,4,2,+2
3,4,Las Palmas UD,3,1,1,0,0,5,1,+4
4,5,FC Barcelone,3,2,1,0,1,7,4,+3
5,6,Eibar SD,3,1,1,0,0,1,0,+1
6,7,Deportivo La Corogne,3,2,1,0,1,2,2,0
7,8,Espanyol Barcelone,1,1,0,1,0,2,2,0
8,9,Atlético Madrid,1,1,0,1,0,1,1,0
9,10,Villarreal CF,1,1,0,1,0,0,0,0
10,-,Betis Séville,1,1,0,1,0,0,0,0
11,-,Deportivo Alavés,1,1,0,1,0,0,0,0
12,-,CD Leganés,1,1,0,1,0,0,0,0
13,14,Grenade CF,1,2,0,1,1,2,3,-1
14,15,Málaga CF,1,2,0,1,1,1,3,-2
15,16,Real Sociedad,1,2,0,1,1,1,4,-3
16,17,Athletic Bilbao,0,1,0,0,1,0,1,-1
17,18,Osasuna Pampelune,0,1,0,0,1,0,2,-2
18,19,Valence CF,0,2,0,0,2,4,7,-3
19,20,Celta Vigo,0,2,0,0,2,0,5,-5
