,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),12,4,4,0,0,11,3,+8
1,2,West Bromwich Albion (ANG),12,4,4,0,0,9,2,+7
2,3,Manchester City (ANG),10,4,3,1,0,10,4,+6
3,4,Tottenham Hotspur (ANG),8,4,2,2,0,6,3,+3
4,5,Sunderland (ANG),7,3,2,1,0,5,1,+4
5,6,Everton (ANG),7,3,2,1,0,6,3,+3
6,7,West Ham United (ANG),7,4,2,1,1,6,4,+2
7,8,Newcastle United (ANG),7,4,2,1,1,4,5,-1
8,9,Fulham (ANG),6,3,2,0,1,9,2,+7
9,10,Manchester United (ANG),6,3,2,0,1,9,5,+4
10,11,Stoke City (ANG),5,3,1,2,0,3,1,+2
11,12,Swansea City (GAL),5,4,1,2,1,7,7,0
12,13,FC Arsenal (ANG),4,3,1,1,1,7,3,+4
13,14,Southampton (ANG),4,4,1,1,2,8,8,0
14,15,Aston Villa (ANG),4,3,1,1,1,4,4,0
15,16,Reading FC (ANG),2,3,0,2,1,4,6,-2
16,17,Wigan Athletic (ANG),2,4,0,2,2,5,8,-3
17,18,FC Liverpool (ANG),2,4,0,2,2,3,6,-3
18,-,Norwich City (ANG),2,3,0,2,1,3,6,-3
19,20,Queens Park Rangers (ANG),1,3,0,1,2,1,7,-6
