,0,1,2,3,4,5,6,7,8,9
0,1,Valence CF,37,14,12,1,1,31,8,+23
1,2,Atlético Madrid,35,14,11,2,1,35,10,+25
2,3,Real Madrid,34,13,11,1,1,38,8,+30
3,4,FC Séville,34,14,10,4,0,28,7,+21
4,5,FC Barcelone,33,13,11,0,2,46,8,+38
5,6,Villarreal CF,30,13,10,0,3,26,10,+16
6,7,Málaga CF,27,14,8,3,3,19,11,+8
7,8,Espanyol Barcelone,25,14,7,4,3,19,11,+8
8,9,Real Sociedad,24,14,7,3,4,21,15,+6
9,10,Celta Vigo,19,13,5,4,4,17,13,+4
10,11,Athletic Bilbao,18,13,5,3,5,15,16,-1
11,12,Getafe CF,18,14,5,3,6,11,16,-5
12,13,Levante UD,18,13,5,3,5,14,23,-9
13,14,Rayo Vallecano,16,13,5,1,7,18,19,-1
14,15,Grenade CF,15,13,3,6,4,8,13,-5
15,16,Deportivo La Corogne,15,14,4,3,7,17,26,-9
16,17,Elche CF,15,14,4,3,7,12,23,-11
17,18,Eibar SD,12,13,3,3,7,14,21,-7
18,19,Córdoba CF,9,14,1,6,7,11,18,-7
19,20,UD Almería,9,13,1,6,6,9,17,-8
