,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,55,19,18,1,0,48,9,+39
1,2,AS Rome,46,18,15,1,2,47,16,+31
2,3,SSC Naples,43,19,13,4,2,44,19,+25
3,4,Lazio Rome,38,19,12,2,5,40,23,+17
4,5,Milan AC,38,19,12,2,5,32,20,+12
5,6,Atalanta Bergame,37,18,11,4,3,30,18,+12
6,7,Fiorentina,37,18,10,7,1,32,21,+11
7,8,Inter Milan,33,18,10,3,5,39,20,+19
8,9,Cagliari,33,18,10,3,5,36,33,+3
9,10,Torino FC,32,18,8,8,2,38,28,+10
10,11,Sampdoria Gênes,30,18,8,6,4,26,19,+7
11,12,Udinese,29,19,8,5,6,30,23,+7
12,13,Bologne FC,26,18,8,2,8,23,23,0
13,14,Genoa CFC,25,19,6,7,6,24,24,0
14,15,US Sassuolo Calcio,24,19,7,3,9,27,28,-1
15,16,Chievo Vérone,23,19,6,5,8,25,30,-5
16,17,Crotone,19,18,5,4,9,18,24,-6
17,18,Empoli FC,19,19,5,4,10,16,29,-13
18,19,US Palerme,12,18,3,3,12,11,29,-18
19,20,Pescara Calcio,11,19,2,5,12,19,38,-19
