,0,1,2,3,4,5,6,7,8,9
0,1,Leicester City (ANG),39,18,11,6,1,32,17,+15
1,2,Manchester City (ANG),37,18,12,1,5,45,19,+26
2,3,Manchester United (ANG),37,17,11,4,2,23,7,+16
3,4,Tottenham Hotspur (ANG),36,18,10,6,2,34,13,+21
4,5,FC Arsenal (ANG),34,17,10,4,3,26,11,+15
5,6,West Ham United (ANG),34,18,9,7,2,33,22,+11
6,7,Southampton (ANG),30,17,9,3,5,31,19,+12
7,8,FC Liverpool (ANG),29,18,7,8,3,31,22,+9
8,9,Swansea City (GAL),26,17,7,5,5,16,18,-2
9,10,Stoke City (ANG),24,17,7,3,7,19,22,-3
10,11,Norwich City (ANG),23,18,6,5,7,26,29,-3
11,12,Newcastle United (ANG),22,17,5,7,5,26,23,+3
12,13,Chelsea (ANG),22,17,5,7,5,29,27,+2
13,14,West Bromwich Albion (ANG),22,17,6,4,7,19,22,-3
14,15,Sunderland (ANG),21,18,5,6,7,20,18,+2
15,16,Watford (ANG),20,17,5,5,7,15,15,0
16,17,Bournemouth (ANG),19,18,5,4,9,22,33,-11
17,18,Crystal Palace (ANG),18,18,5,3,10,17,22,-5
18,19,Everton (ANG),17,17,4,5,8,30,29,+1
19,20,Aston Villa (ANG),10,18,2,4,12,14,35,-21
