,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),22,8,7,1,0,19,6,+13
1,2,Manchester United (ANG),18,8,6,0,2,21,11,+10
2,3,Manchester City (ANG),18,8,5,3,0,17,9,+8
3,4,Everton (ANG),15,8,4,3,1,15,9,+6
4,5,Tottenham Hotspur (ANG),14,8,4,2,2,15,12,+3
5,6,West Ham United (ANG),14,8,4,2,2,12,9,+3
6,-,West Bromwich Albion (ANG),14,8,4,2,2,12,9,+3
7,8,Fulham (ANG),13,8,4,1,3,16,11,+5
8,9,FC Arsenal (ANG),12,8,3,3,2,13,6,+7
9,10,Swansea City (GAL),11,8,3,2,3,14,12,+2
10,11,Sunderland (ANG),11,8,2,5,1,9,8,+1
11,12,Newcastle United (ANG),10,8,2,4,2,9,12,-3
12,13,FC Liverpool (ANG),9,8,2,3,3,10,12,-2
13,14,Stoke City (ANG),8,8,1,5,2,8,9,-1
14,15,Norwich City (ANG),6,8,1,3,4,6,17,-11
15,16,Wigan Athletic (ANG),5,8,1,2,5,8,15,-7
16,17,Aston Villa (ANG),5,8,1,2,5,6,13,-7
17,18,Southampton (ANG),4,8,1,1,6,13,24,-11
18,19,Reading FC (ANG),3,8,0,3,5,8,17,-9
19,20,Queens Park Rangers (ANG),3,8,0,3,5,7,17,-10
