,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),28,10,9,1,0,36,7,+29
1,2,Manchester United (ANG),26,11,8,2,1,24,5,+19
2,3,FC Arsenal (ANG),25,10,8,1,1,25,10,+15
3,4,Chelsea (ANG),25,11,8,1,2,21,7,+14
4,5,FC Liverpool (ANG),23,11,6,5,0,21,4,+17
5,6,Tottenham Hotspur (ANG),22,11,6,4,1,22,9,+13
6,7,Everton (ANG),19,10,6,1,3,17,13,+4
7,8,Burnley FC (ANG),17,10,5,2,3,7,6,+1
8,9,Huddersfield Town (ANG),16,11,4,4,3,10,12,-2
9,10,Leicester City (ANG),14,10,4,2,4,13,14,-1
10,11,Brighton & Hove Albion FC (ANG),14,10,3,5,2,10,12,-2
11,12,Stoke City (ANG),14,10,4,2,4,13,19,-6
12,13,Southampton (ANG),13,11,3,4,4,13,15,-2
13,14,Crystal Palace (ANG),13,11,3,4,4,14,18,-4
14,15,Bournemouth (ANG),12,11,3,3,5,14,17,-3
15,16,Watford (ANG),12,11,3,3,5,14,23,-9
16,17,West Ham United (ANG),11,9,3,2,4,10,14,-4
17,18,Newcastle United (ANG),11,11,3,2,6,9,13,-4
18,19,West Bromwich Albion (ANG),10,11,1,7,3,10,15,-5
19,20,Swansea City (GAL),8,10,2,2,6,6,15,-9
