,0,1,2,3,4,5,6,7,8,9
0,1,Leicester City (ANG),37,17,11,4,2,31,16,+15
1,2,Tottenham Hotspur (ANG),33,17,9,6,2,31,13,+18
2,3,FC Arsenal (ANG),29,17,8,5,4,32,23,+9
3,4,Manchester City (ANG),27,17,7,6,4,21,15,+6
4,5,FC Liverpool (ANG),27,17,8,3,6,28,24,+4
5,6,West Ham United (ANG),25,17,6,7,4,27,23,+4
6,7,Chelsea (ANG),23,17,6,5,6,21,19,+2
7,8,Everton (ANG),23,17,5,8,4,23,22,+1
8,9,Stoke City (ANG),23,17,6,5,6,18,25,-7
9,10,Manchester United (ANG),22,17,6,4,7,19,23,-4
10,11,Bournemouth (ANG),22,17,6,4,7,20,28,-8
11,12,Southampton (ANG),21,17,5,6,6,14,16,-2
12,13,Crystal Palace (ANG),21,17,5,6,6,19,23,-4
13,14,Watford (ANG),21,17,6,3,8,18,25,-7
14,15,West Bromwich Albion (ANG),18,17,4,6,7,12,20,-8
15,16,Swansea City (GAL),14,17,3,5,9,18,27,-9
16,17,Sunderland (ANG),13,17,3,4,10,22,39,-17
17,18,Norwich City (ANG),11,17,3,2,12,13,33,-20
18,19,Newcastle United (ANG),7,17,2,1,14,10,39,-29
19,20,Aston Villa (ANG),6,17,1,3,13,11,34,-23
