,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,43,18,13,4,1,44,19,+25
1,2,FC Barcelone,42,17,13,3,1,56,14,+42
2,3,Athletic Bilbao,42,18,13,3,2,35,17,+18
3,4,FC Séville,42,17,13,3,1,33,15,+18
4,5,Atlético Madrid,38,17,12,2,3,36,13,+23
5,6,Villarreal CF,36,18,11,3,4,35,18,+17
6,7,Real Sociedad,34,18,10,4,4,28,22,+6
7,8,Las Palmas UD,33,18,9,6,3,32,21,+11
8,9,Eibar SD,33,18,10,3,5,29,20,+9
9,10,Málaga CF,29,17,9,2,6,29,23,+6
10,11,Espanyol Barcelone,29,18,8,5,5,28,23,+5
11,12,Celta Vigo,28,18,9,1,8,28,30,-2
12,13,Valence CF,25,17,7,4,6,27,28,-1
13,14,Betis Séville,24,18,6,6,6,21,23,-2
14,15,Deportivo La Corogne,23,17,6,5,6,23,21,+2
15,16,Deportivo Alavés,23,17,5,8,4,15,20,-5
16,17,CD Leganés,17,17,4,5,8,17,22,-5
17,18,Grenade CF,16,17,4,4,9,16,26,-10
18,19,Sporting Gijon,15,17,4,3,10,23,36,-13
19,20,Osasuna Pampelune,10,18,1,7,10,21,38,-17
