,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,49,18,16,1,1,42,11,+31
1,2,AS Rome,41,18,12,5,1,35,10,+25
2,3,SSC Naples,39,18,12,3,3,38,20,+18
3,4,Fiorentina,36,18,11,3,4,34,20,+14
4,5,Hellas Vérone,32,18,10,2,6,34,27,+7
5,6,Inter Milan,31,18,8,7,3,37,22,+15
6,7,Torino FC,25,18,6,7,5,31,27,+4
7,8,Parme FC,23,18,5,8,5,26,26,0
8,9,Genoa CFC,23,18,6,5,7,19,20,-1
9,10,Lazio Rome,23,18,6,5,7,23,26,-3
10,11,Milan AC,22,18,5,7,6,28,26,+2
11,12,Cagliari,21,18,4,9,5,18,24,-6
12,13,Udinese,20,18,6,2,10,18,25,-7
13,14,Sampdoria Gênes,18,18,4,6,8,19,27,-8
14,15,Atalanta Bergame,18,18,5,3,10,18,28,-10
15,16,Chievo Vérone,16,18,4,4,10,13,23,-10
16,17,Bologne FC,15,18,3,6,9,17,33,-16
17,18,US Sassuolo Calcio,14,18,3,5,10,17,38,-21
18,19,AS Livourne Calcio,13,18,3,4,11,16,30,-14
19,20,Calcio Catane,13,18,3,4,11,12,32,-20
