,0,1,2,3,4,5,6,7,8,9
0,1,OGC Nice,36,14,11,3,0,29,9,+20
1,2,AS Monaco,34,13,11,1,1,46,10,+36
2,3,Olympique Lyonnais,30,14,10,0,4,34,15,+19
3,4,Olympique de Marseille,30,14,9,3,2,22,11,+11
4,5,Paris SG,29,13,8,5,0,27,5,+22
5,6,Stade Rennais,28,14,8,4,2,19,10,+9
6,7,AS Saint-Etienne,26,14,7,5,2,18,7,+11
7,8,Toulouse FC,25,13,8,1,4,26,15,+11
8,9,Montpellier Herault SC,25,13,7,4,2,22,11,+11
9,10,En Avant Guingamp,24,13,7,3,3,15,10,+5
10,11,SCO Angers,23,14,6,5,3,17,12,+5
11,12,SM Caen,23,13,7,2,4,18,21,-3
12,13,Girondins de Bordeaux,22,14,6,4,4,15,16,-1
13,14,Dijon FCO,20,13,5,5,3,21,15,+6
14,15,FC Metz,19,13,5,4,4,18,26,-8
15,16,FC Nantes Atlantique,18,14,5,3,6,11,20,-9
16,17,Bastia SC,17,14,3,8,3,14,13,+1
17,18,Nancy,17,13,5,2,6,12,14,-2
18,19,Lille OSC,17,14,5,2,7,17,20,-3
19,20,Lorient,17,13,5,2,6,15,20,-5
