,0,1,2,3,4,5,6,7,8,9
0,1,Olympique de Marseille,10,4,3,1,0,12,4,+8
1,2,SM Caen,7,4,2,1,1,8,4,+4
2,3,Girondins de Bordeaux,7,4,2,1,1,6,4,+2
3,4,Paris SG,6,4,1,3,0,5,3,+2
4,5,AS Monaco,6,4,2,0,2,4,6,-2
5,6,AS Saint-Etienne,6,3,2,0,1,3,5,-2
6,7,Montpellier Herault SC,4,3,1,1,1,2,1,+1
7,8,Lille OSC,4,3,1,1,1,2,2,0
8,9,Lens,4,4,1,1,2,3,4,-1
9,10,FC Metz,4,4,1,1,2,1,3,-2
10,11,Stade Rennais,4,4,1,1,2,1,5,-4
11,12,Toulouse FC,3,4,1,0,3,5,6,-1
12,13,Reims,3,3,1,0,2,4,7,-3
13,14,En Avant Guingamp,3,3,1,0,2,1,5,-4
14,15,Lorient,3,4,1,0,3,2,8,-6
15,16,FC Nantes Atlantique,2,3,0,2,1,1,3,-2
16,17,Olympique Lyonnais,1,3,0,1,2,3,5,-2
17,18,Bastia SC,1,3,0,1,2,2,6,-4
18,19,OGC Nice,1,3,0,1,2,1,6,-5
19,20,Evian Thonon Gaillard,0,3,0,0,3,3,9,-6
