,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,39,16,12,3,1,34,7,+27
1,2,AS Rome,36,16,11,3,2,28,11,+17
2,3,Lazio Rome,27,16,8,3,5,28,19,+9
3,4,SSC Naples,27,16,7,6,3,28,20,+8
4,5,Sampdoria Gênes,27,16,6,9,1,22,14,+8
5,6,Genoa CFC,26,16,7,5,4,21,15,+6
6,7,Milan AC,25,16,6,7,3,25,18,+7
7,8,Fiorentina,24,16,6,6,4,21,13,+8
8,9,Udinese,22,16,6,4,6,20,22,-2
9,10,US Palerme,22,16,5,7,4,22,26,-4
10,11,Inter Milan,21,16,5,6,5,25,23,+2
11,12,US Sassuolo Calcio,20,16,4,8,4,17,21,-4
12,13,Empoli FC,17,16,3,8,5,17,22,-5
13,14,Torino FC,17,16,4,5,7,12,18,-6
14,15,Hellas Vérone,17,16,4,5,7,18,27,-9
15,16,Chievo Vérone,16,16,4,4,8,12,19,-7
16,17,Atalanta Bergame,15,16,3,6,7,11,21,-10
17,18,Cagliari,12,16,2,6,8,21,29,-8
18,19,AC Cesena,9,16,1,6,9,13,30,-17
19,20,Parme FC  ,6,16,2,1,13,16,36,-20
