,0,1,2,3,4,5,6,7,8,9
0,1,FC Arsenal (ANG),55,24,17,4,3,47,21,+26
1,2,Manchester City (ANG),53,24,17,2,5,68,27,+41
2,3,Chelsea (ANG),53,24,16,5,3,44,20,+24
3,4,FC Liverpool (ANG),47,24,14,5,5,58,29,+29
4,5,Everton (ANG),45,24,12,9,3,37,25,+12
5,6,Tottenham Hotspur (ANG),44,24,13,5,6,31,32,-1
6,7,Manchester United (ANG),40,24,12,4,8,39,29,+10
7,8,Newcastle United (ANG),37,24,11,4,9,32,31,+1
8,9,Southampton (ANG),35,24,9,8,7,34,27,+7
9,10,Aston Villa (ANG),27,24,7,6,11,27,34,-7
10,11,Stoke City (ANG),25,24,6,7,11,24,38,-14
11,12,Swansea City (GAL),24,24,6,6,12,29,35,-6
12,13,Hull City (ANG),24,24,6,6,12,23,30,-7
13,14,Sunderland (ANG),24,24,6,6,12,25,36,-11
14,15,Norwich City (ANG),24,24,6,6,12,19,37,-18
15,16,West Bromwich Albion (ANG),23,24,4,11,9,28,34,-6
16,17,Crystal Palace (ANG),23,24,7,2,15,15,33,-18
17,18,West Ham United (ANG),22,24,5,7,12,24,33,-9
18,19,Cardiff City FC (GAL),21,24,5,6,13,19,41,-22
19,20,Fulham (ANG),19,24,6,1,17,22,53,-31
