,0,1,2,3,4,5,6,7,8,9
0,1,Manchester United (ANG),65,26,21,2,3,62,31,+31
1,2,Manchester City (ANG),53,26,15,8,3,48,24,+24
2,3,Chelsea (ANG),49,26,14,7,5,55,28,+27
3,4,Tottenham Hotspur (ANG),48,26,14,6,6,44,30,+14
4,5,FC Arsenal (ANG),44,26,12,8,6,50,29,+21
5,6,Everton (ANG),42,26,10,12,4,40,32,+8
6,7,Swansea City (GAL),37,26,9,10,7,38,29,+9
7,8,West Bromwich Albion (ANG),37,26,11,4,11,36,35,+1
8,9,FC Liverpool (ANG),36,26,9,9,8,44,34,+10
9,10,Stoke City (ANG),33,26,7,12,7,26,31,-5
10,11,West Ham United (ANG),30,26,8,6,12,29,38,-9
11,12,Fulham (ANG),29,26,7,8,11,36,42,-6
12,13,Sunderland (ANG),29,26,7,8,11,28,34,-6
13,14,Norwich City (ANG),29,26,6,11,9,25,40,-15
14,15,Southampton (ANG),27,26,6,9,11,36,45,-9
15,16,Newcastle United (ANG),27,26,7,6,13,34,46,-12
16,17,Aston Villa (ANG),24,26,5,9,12,25,50,-25
17,18,Reading FC (ANG),23,26,5,8,13,33,48,-15
18,19,Wigan Athletic (ANG),21,26,5,6,15,30,51,-21
19,20,Queens Park Rangers (ANG),17,26,2,11,13,19,41,-22
