,0,1,2,3,4,5,6,7,8,9
0,1,Real Madrid,21,9,7,0,2,32,10,+22
1,2,FC Barcelone,17,9,5,2,2,12,5,+7
2,3,Villarreal CF,17,10,4,5,1,14,8,+6
3,4,Atlético Madrid,16,9,5,1,3,13,10,+3
4,5,FC Séville,15,9,5,0,4,12,14,-2
5,6,Eibar SD,14,9,4,2,3,10,10,0
6,7,Valence CF,13,9,3,4,2,12,10,+2
7,8,Málaga CF,13,8,4,1,3,9,11,-2
8,9,UD Almería,13,9,4,1,4,9,12,-3
9,10,Rayo Vallecano,13,9,4,1,4,11,19,-8
10,11,Celta Vigo,9,9,2,3,4,6,10,-4
11,12,Córdoba CF,9,9,2,3,4,8,18,-10
12,13,Getafe CF,8,9,2,2,5,9,15,-6
13,14,Athletic Bilbao,8,9,2,2,5,5,13,-8
14,15,Elche CF,8,9,2,2,5,9,20,-11
15,16,Levante UD,7,9,1,4,4,7,15,-8
16,17,Deportivo La Corogne,6,9,1,3,5,4,13,-9
17,18,Grenade CF,6,9,1,3,5,6,19,-13
18,19,Real Sociedad,5,9,0,5,4,5,13,-8
19,20,Espanyol Barcelone,5,9,1,2,6,8,20,-12
