,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,35,18,10,5,3,25,11,+14
1,2,AS Rome,33,19,9,6,4,23,17,+6
2,3,Fiorentina,31,19,9,4,6,31,29,+2
3,4,Lazio Rome,29,18,8,5,5,27,18,+9
4,5,Inter Milan,27,19,7,6,6,26,25,+1
5,6,Genoa CFC,26,18,7,5,6,28,23,+5
6,7,Sampdoria Gênes,25,19,6,7,6,25,27,-2
7,8,SSC Naples,25,19,7,4,8,24,26,-2
8,9,Torino FC,23,19,6,5,8,23,31,-8
9,10,Chievo Vérone,22,18,6,4,8,12,19,-7
10,11,US Sassuolo Calcio,20,19,5,5,9,24,35,-11
11,12,Hellas Vérone,20,19,4,8,7,22,35,-13
12,13,Cagliari,18,19,4,6,9,24,32,-8
13,14,Atalanta Bergame,18,19,3,9,7,16,24,-8
14,15,Udinese,18,18,4,6,8,14,23,-9
15,16,Milan AC,17,18,3,8,7,23,30,-7
16,17,US Palerme,16,18,3,7,8,21,29,-8
17,18,Empoli FC,16,18,2,10,6,17,26,-9
18,19,AC Cesena,8,18,1,5,12,17,37,-20
19,20,Parme FC  ,6,18,1,3,14,12,46,-34
