,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,26,10,8,2,0,25,4,+21
1,2,Borussia Dortmund,20,10,6,2,2,23,12,+11
2,3,Bayer Leverkusen,18,10,6,0,4,12,9,+3
3,4,Schalke 04,18,11,5,3,3,19,17,+2
4,5,Hertha Berlin,15,10,4,3,3,16,13,+3
5,6,VfL Wolfsbourg,14,11,4,2,5,14,16,-2
6,7,1. FSV Mayence 05,13,10,4,1,5,15,23,-8
7,8,FC Nuremberg,12,11,2,6,3,16,20,-4
8,9,FC Augsburg,12,11,3,3,5,12,16,-4
9,10,TSG 1899 Hoffenheim,11,10,3,2,5,17,21,-4
10,11,Eintracht Francfort,11,11,3,2,6,10,24,-14
11,12,VfB Stuttgart,10,11,3,1,7,18,27,-9
12,13,Borussia Mönchengladbach,9,10,2,3,5,12,16,-4
13,14,Hambourg SV,9,11,2,3,6,22,28,-6
14,15,Werder Brême,8,10,2,2,6,13,22,-9
15,16,SC Fribourg,8,11,2,2,7,9,22,-13
16,17,Eintracht Braunschweig,5,10,1,2,7,5,21,-16
17,18,Hanovre 96,3,11,1,0,10,9,25,-16
