,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,31,12,10,1,1,30,4,+26
1,2,SSC Naples,26,11,8,2,1,25,7,+18
2,3,Sampdoria Gênes,26,12,8,2,2,27,11,+16
3,4,Inter Milan,25,12,7,4,1,23,10,+13
4,5,AS Rome,22,12,7,1,4,17,11,+6
5,6,Atalanta Bergame,21,12,6,3,3,20,12,+8
6,7,Lazio Rome,20,11,6,2,3,29,13,+16
7,8,Milan AC,20,11,6,2,3,11,10,+1
8,9,Torino FC,17,11,4,5,2,18,11,+7
9,10,Udinese,17,12,5,2,5,20,16,+4
10,11,Fiorentina,16,11,4,4,3,17,15,+2
11,12,Chievo Vérone,13,11,3,4,4,13,17,-4
12,-,Cagliari,13,12,4,1,7,13,17,-4
13,14,Bologne FC,12,12,3,3,6,16,19,-3
14,15,Crotone,12,11,3,3,5,8,14,-6
15,16,SPAL Ferrara,11,11,2,5,4,15,20,-5
16,17,US Sassuolo Calcio,9,11,2,3,6,5,14,-9
17,18,Genoa CFC,8,11,2,2,7,11,18,-7
18,19,Hellas Vérone,7,12,2,1,9,9,24,-15
19,20,Benevento Calcio,7,12,2,1,9,10,26,-16
