,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,25,10,8,1,1,20,8,+12
1,2,SSC Naples,19,9,6,1,2,18,12,+6
2,3,AS Rome,18,9,5,3,1,15,8,+7
3,4,Fiorentina,17,10,5,2,3,14,8,+6
4,5,Inter Milan,13,9,3,4,2,21,11,+10
5,6,Parme FC,10,9,2,4,3,13,13,0
6,7,Torino FC,9,9,2,3,4,12,16,-4
7,8,Sampdoria Gênes,9,9,2,3,4,9,13,-4
8,9,Chievo Vérone,9,10,2,3,5,5,13,-8
9,10,Hellas Vérone,8,9,2,2,5,15,19,-4
10,11,Genoa CFC,8,10,2,2,6,8,14,-6
11,12,Milan AC,7,10,1,4,5,18,21,-3
12,13,Udinese,7,10,2,1,7,9,17,-8
13,14,US Sassuolo Calcio,7,10,1,4,5,9,20,-11
14,15,Cagliari,5,9,0,5,4,4,11,-7
15,16,Lazio Rome,5,10,0,5,5,8,18,-10
16,17,Bologne FC,5,9,1,2,6,7,19,-12
17,18,Atalanta Bergame,4,10,1,1,8,7,18,-11
18,19,AS Livourne Calcio,4,9,1,1,7,5,16,-11
19,20,Calcio Catane,0,10,0,0,10,6,27,-21
