,0,1,2,3,4,5,6,7,8,9
0,1,Olympique de Marseille,21,10,7,0,3,11,8,+3
1,2,Paris SG,18,9,5,3,1,18,6,+12
2,3,Stade Rennais,16,10,5,1,4,16,15,+1
3,4,Girondins de Bordeaux,14,10,3,5,2,12,8,+4
4,5,Olympique Lyonnais,13,9,3,4,2,10,9,+1
5,6,Lorient,12,9,3,3,3,14,16,-2
6,7,AS Saint-Etienne,11,9,2,5,2,10,8,+2
7,8,Lille OSC,11,10,2,5,3,10,12,-2
8,9,Montpellier Herault SC,11,10,3,2,5,13,16,-3
9,10,Toulouse FC,10,9,3,1,5,8,8,0
10,11,Ajaccio AC  ,9,10,2,3,5,14,22,-8
11,12,Evian Thonon Gaillard,9,10,3,0,7,10,18,-8
12,13,Valenciennes,8,9,2,2,5,11,15,-4
13,14,OGC Nice,8,9,1,5,3,8,14,-6
14,15,Sochaux-Montbélliard,8,10,2,2,6,6,15,-9
15,16,Bastia SC,7,10,1,4,5,9,22,-13
16,17,Brest,5,10,1,2,7,7,18,-11
17,18,Nancy,4,9,0,4,5,9,21,-12
18,19,Reims,3,9,0,3,6,4,13,-9
19,20,ESTAC Troyes,2,9,0,2,7,6,21,-15
