,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,97,37,31,4,2,111,39,+72
1,2,Real Madrid,82,37,25,7,5,99,40,+59
2,3,Atlético Madrid,73,37,22,7,8,62,30,+32
3,4,Valence CF,65,37,19,8,10,64,50,+14
4,5,Real Sociedad,63,37,17,12,8,69,49,+20
5,6,Málaga CF,57,37,16,9,12,52,46,+6
6,7,Betis Séville,55,37,16,7,14,56,55,+1
7,8,Rayo Vallecano,52,37,16,4,17,48,64,-16
8,9,FC Séville,47,37,13,8,16,54,51,+3
9,10,Getafe CF,47,37,13,8,16,43,55,-12
10,11,Levante UD,45,37,12,9,16,39,56,-17
11,12,Espanyol Barcelone,44,37,11,11,15,43,51,-8
12,13,Athletic Bilbao,44,37,12,8,17,42,63,-21
13,14,Real Valladolid,43,37,11,10,16,47,54,-7
14,15,Grenade CF,39,37,10,9,18,35,54,-19
15,16,Osasuna Pampelune,39,37,10,9,18,31,46,-15
16,17,Deportivo La Corogne,35,37,8,11,18,47,69,-22
17,18,Celta Vigo,34,37,9,7,21,36,52,-16
18,19,Real Saragosse,34,37,9,7,21,36,59,-23
19,20,Real Majorque,33,37,8,9,20,39,70,-31
