,0,1,2,3,4,5,6,7,8,9
0,1,Inter Milan,18,7,6,0,1,16,5,+11
1,2,Juventus Turin,16,6,5,1,0,16,4,+12
2,3,SSC Naples,10,6,3,1,2,8,5,+3
3,4,Lazio Rome,10,7,3,1,3,7,10,-3
4,5,AS Rome,9,6,3,0,3,15,13,+2
5,6,Torino FC  ,8,7,1,5,1,8,6,+2
6,7,Fiorentina,8,6,2,2,2,8,7,+1
7,8,Atalanta Bergame  ,8,7,2,2,3,6,10,-4
8,9,Cagliari,8,7,2,2,3,6,11,-5
9,10,Udinese,7,7,1,4,2,10,11,-1
10,11,Sampdoria Gênes  ,7,7,2,1,4,9,12,-3
11,12,Milan AC,6,6,1,3,2,11,11,0
12,13,Parme FC,5,7,1,2,4,7,13,-6
13,14,Sienne  ,4,6,1,1,4,7,10,-3
14,15,Genoa CFC,4,6,1,1,4,4,8,-4
15,16,Pescara Calcio,4,6,1,1,4,3,9,-6
16,17,Bologne FC,3,7,1,0,6,4,10,-6
17,18,Calcio Catane,3,6,0,3,3,4,12,-8
18,19,US Palerme,2,7,0,2,5,2,13,-11
19,20,Chievo Vérone,0,6,0,0,6,3,16,-13
