,0,1,2,3,4,5,6,7,8,9
0,1,Atlético Madrid,31,12,10,1,1,31,9,+22
1,2,Valence CF,31,12,10,1,1,27,8,+19
2,3,FC Barcelone,30,11,10,0,1,40,6,+34
3,4,Real Madrid,30,11,10,0,1,35,7,+28
4,5,FC Séville,30,12,9,3,0,25,7,+18
5,6,Villarreal CF,24,11,8,0,3,21,9,+12
6,7,Espanyol Barcelone,21,12,6,3,3,18,11,+7
7,8,Málaga CF,21,12,6,3,3,14,9,+5
8,9,Celta Vigo,18,11,5,3,3,15,10,+5
9,10,Real Sociedad,18,12,5,3,4,16,12,+4
10,11,Getafe CF,15,12,4,3,5,9,14,-5
11,12,Deportivo La Corogne,15,12,4,3,5,14,20,-6
12,13,Athletic Bilbao,12,11,3,3,5,13,16,-3
13,14,Eibar SD,12,11,3,3,5,14,18,-4
14,15,Grenade CF,12,11,2,6,3,6,10,-4
15,16,Elche CF,12,12,3,3,6,11,21,-10
16,17,Levante UD,12,11,3,3,5,10,21,-11
17,18,Rayo Vallecano,10,11,3,1,7,11,16,-5
18,19,Córdoba CF,9,12,1,6,5,9,14,-5
19,20,UD Almería,7,11,1,4,6,9,17,-8
