,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,91,38,29,4,5,112,29,+83
1,2,Real Madrid,90,38,28,6,4,110,34,+76
2,3,Atlético Madrid,88,38,28,4,6,63,18,+45
3,4,Villarreal CF,64,38,18,10,10,44,35,+9
4,5,Athletic Bilbao,62,38,18,8,12,58,45,+13
5,6,Celta Vigo,60,38,17,9,12,51,59,-8
6,7,FC Séville,52,38,14,10,14,51,50,+1
7,8,Málaga CF,48,38,12,12,14,38,35,+3
8,9,Real Sociedad,48,38,13,9,16,45,48,-3
9,10,Betis Séville,45,38,11,12,15,34,52,-18
10,11,Valence CF,44,38,11,11,16,46,48,-2
11,12,Las Palmas UD,44,38,12,8,18,45,53,-8
12,13,Eibar SD,43,38,11,10,17,49,61,-12
13,14,Espanyol Barcelone,43,38,12,7,19,40,74,-34
14,15,Deportivo La Corogne,42,38,8,18,12,45,61,-16
15,16,Sporting Gijon,39,38,10,9,19,40,62,-22
16,17,Grenade CF,39,38,10,9,19,46,69,-23
17,18,Rayo Vallecano,38,38,9,11,18,52,73,-21
18,19,Getafe CF,36,38,9,9,20,37,67,-30
19,20,Levante UD,32,38,8,8,22,37,70,-33
