,0,1,2,3,4,5,6,7,8,9
0,1,Borussia Dortmund,16,6,5,1,0,16,5,+11
1,2,Bayern Munich,16,6,5,1,0,13,2,+11
2,3,Bayer Leverkusen,15,6,5,0,1,15,7,+8
3,4,Hanovre 96,12,6,4,0,2,10,8,+2
4,5,Borussia Mönchengladbach,9,6,3,0,3,15,11,+4
5,6,VfL Wolfsbourg,9,6,3,0,3,9,8,+1
6,7,1. FSV Mayence 05,9,6,3,0,3,9,12,-3
7,8,FC Augsburg,9,6,3,0,3,6,9,-3
8,9,Werder Brême,9,6,3,0,3,5,8,-3
9,10,Hertha Berlin,8,6,2,2,2,10,7,+3
10,11,TSG 1899 Hoffenheim,8,6,2,2,2,15,15,0
11,12,VfB Stuttgart,7,6,2,1,3,11,9,+2
12,13,Eintracht Francfort,7,6,2,1,3,8,10,-2
13,14,Schalke 04,7,6,2,1,3,7,13,-6
14,15,FC Nuremberg,4,6,0,4,2,6,9,-3
15,16,Hambourg SV,4,6,1,1,4,10,17,-7
16,17,SC Fribourg,3,6,0,3,3,8,12,-4
17,18,Eintracht Braunschweig,1,6,0,1,5,3,14,-11
