,0,1,2,3,4,5,6,7,8,9
0,1,AS Monaco,28,11,9,1,1,38,10,+28
1,2,OGC Nice,27,11,8,3,0,23,7,+16
2,3,Paris SG,24,10,7,3,0,24,3,+21
3,4,Stade Rennais,23,11,7,2,2,15,7,+8
4,5,SM Caen,23,11,7,2,2,18,16,+2
5,6,Olympique Lyonnais,21,10,7,0,3,20,11,+9
6,7,Olympique de Marseille,21,10,6,3,1,12,5,+7
7,8,En Avant Guingamp,21,10,6,3,1,12,6,+6
8,9,AS Saint-Etienne,20,11,5,5,1,12,6,+6
9,10,Montpellier Herault SC,19,10,5,4,1,17,7,+10
10,11,Toulouse FC,19,10,6,1,3,18,11,+7
11,12,Girondins de Bordeaux,18,11,5,3,3,11,12,-1
12,13,Dijon FCO,17,11,4,5,2,18,12,+6
13,14,Lille OSC,17,11,5,2,4,14,14,0
14,15,Nancy,16,10,5,1,4,12,9,+3
15,16,Lorient,16,10,5,1,4,12,15,-3
16,17,Bastia SC,14,11,3,5,3,10,9,+1
17,18,SCO Angers,13,10,3,4,3,11,11,0
18,19,FC Metz,12,10,3,3,4,14,24,-10
19,20,FC Nantes Atlantique,12,11,3,3,5,5,15,-10
