,0,1,2,3,4,5,6,7,8,9
0,1,Chelsea (ANG),19,7,6,1,0,21,7,+14
1,2,Manchester City (ANG),14,7,4,2,1,14,7,+7
2,3,Southampton (ANG),13,7,4,1,2,11,5,+6
3,4,Manchester United (ANG),11,7,3,2,2,13,10,+3
4,5,Swansea City (GAL),11,7,3,2,2,10,8,+2
5,6,Tottenham Hotspur (ANG),11,7,3,2,2,9,7,+2
6,7,West Ham United (ANG),10,7,3,1,3,12,10,+2
7,8,FC Arsenal (ANG),10,7,2,4,1,11,9,+2
8,9,FC Liverpool (ANG),10,7,3,1,3,10,10,0
9,10,Aston Villa (ANG),10,7,3,1,3,4,9,-5
10,11,Hull City (ANG),9,7,2,3,2,11,11,0
11,12,Leicester City (ANG),9,7,2,3,2,11,12,-1
12,13,Sunderland (ANG),8,7,1,5,1,8,7,+1
13,14,West Bromwich Albion (ANG),8,7,2,2,3,8,9,-1
14,15,Crystal Palace (ANG),8,7,2,2,3,10,12,-2
15,16,Stoke City (ANG),8,7,2,2,3,6,8,-2
16,17,Everton (ANG),6,7,1,3,3,13,16,-3
17,18,Newcastle United (ANG),4,7,0,4,3,7,14,-7
18,19,Burnley FC (ANG),4,7,0,4,3,3,10,-7
19,20,Queens Park Rangers (ANG),4,7,1,1,5,4,15,-11
