,0
676,Espagne2013/20142Journée  Domicile
677,Espagne2013/20142Journée  Extérieur
678,Espagne2014/201538Journée  Général
679,Espagne2014/201538Journée  Domicile
680,Espagne2014/201538Journée  Extérieur
681,Espagne2014/201537Journée  Général
682,Espagne2014/201537Journée  Domicile
683,Espagne2014/201537Journée  Extérieur
684,Espagne2014/201536Journée  Général
685,Espagne2014/201536Journée  Domicile
686,Espagne2014/201536Journée  Extérieur
687,Espagne2014/2015Journée  Général
688,Espagne2014/2015Journée  Domicile
689,Espagne2014/2015Journée  Extérieur
690,Espagne2014/201535Journée  Général
691,Espagne2014/201535Journée  Domicile
692,Espagne2014/201535Journée  Extérieur
693,Espagne2014/201534Journée  Général
694,Espagne2014/201534Journée  Domicile
695,Espagne2014/201534Journée  Extérieur
696,Espagne2014/201533Journée  Général
697,Espagne2014/201533Journée  Domicile
698,Espagne2014/201533Journée  Extérieur
699,Espagne2014/201532Journée  Général
700,Espagne2014/201532Journée  Domicile
701,Espagne2014/201532Journée  Extérieur
702,Espagne2014/201531Journée  Général
703,Espagne2014/201531Journée  Domicile
704,Espagne2014/201531Journée  Extérieur
705,Espagne2014/201530Journée  Général
706,Espagne2014/201530Journée  Domicile
707,Espagne2014/201530Journée  Extérieur
708,Espagne2014/201529Journée  Général
709,Espagne2014/201529Journée  Domicile
710,Espagne2014/201529Journée  Extérieur
711,Espagne2014/201528Journée  Général
712,Espagne2014/201528Journée  Domicile
713,Espagne2014/201528Journée  Extérieur
714,Espagne2014/201527Journée  Général
715,Espagne2014/201527Journée  Domicile
716,Espagne2014/201527Journée  Extérieur
717,Espagne2014/201526Journée  Général
718,Espagne2014/201526Journée  Domicile
719,Espagne2014/201526Journée  Extérieur
720,Espagne2014/201525Journée  Général
721,Espagne2014/201525Journée  Domicile
722,Espagne2014/201525Journée  Extérieur
723,Espagne2014/201524Journée  Général
724,Espagne2014/201524Journée  Domicile
725,Espagne2014/201524Journée  Extérieur
726,Espagne2014/201523Journée  Général
727,Espagne2014/201523Journée  Domicile
728,Espagne2014/201523Journée  Extérieur
729,Espagne2014/201522Journée  Général
730,Espagne2014/201522Journée  Domicile
731,Espagne2014/201522Journée  Extérieur
732,Espagne2014/2015Journée  Général
733,Espagne2014/2015Journée  Domicile
734,Espagne2014/2015Journée  Extérieur
735,Espagne2014/201521Journée  Général
736,Espagne2014/201521Journée  Domicile
737,Espagne2014/201521Journée  Extérieur
738,Espagne2014/201520Journée  Général
739,Espagne2014/201520Journée  Domicile
740,Espagne2014/201520Journée  Extérieur
741,Espagne2014/201519Journée  Général
742,Espagne2014/201519Journée  Domicile
743,Espagne2014/201519Journée  Extérieur
744,Espagne2014/201518Journée  Général
745,Espagne2014/201518Journée  Domicile
746,Espagne2014/201518Journée  Extérieur
747,Espagne2014/201517Journée  Général
748,Espagne2014/201517Journée  Domicile
749,Espagne2014/201517Journée  Extérieur
750,Espagne2014/2015Journée  Général
751,Espagne2014/2015Journée  Domicile
752,Espagne2014/2015Journée  Extérieur
753,Espagne2014/201515Journée  Général
754,Espagne2014/201515Journée  Domicile
755,Espagne2014/201515Journée  Extérieur
756,Espagne2014/201514Journée  Général
757,Espagne2014/201514Journée  Domicile
758,Espagne2014/201514Journée  Extérieur
759,Espagne2014/201513Journée  Général
760,Espagne2014/201513Journée  Domicile
761,Espagne2014/201513Journée  Extérieur
762,Espagne2014/201512Journée  Général
763,Espagne2014/201512Journée  Domicile
764,Espagne2014/201512Journée  Extérieur
765,Espagne2014/201511Journée  Général
766,Espagne2014/201511Journée  Domicile
767,Espagne2014/201511Journée  Extérieur
768,Espagne2014/201510Journée  Général
769,Espagne2014/201510Journée  Domicile
770,Espagne2014/201510Journée  Extérieur
771,Espagne2014/20159Journée  Général
772,Espagne2014/20159Journée  Domicile
773,Espagne2014/20159Journée  Extérieur
774,Espagne2014/20158Journée  Général
775,Espagne2014/20158Journée  Domicile
776,Espagne2014/20158Journée  Extérieur
777,Espagne2014/20157Journée  Général
778,Espagne2014/20157Journée  Domicile
779,Espagne2014/20157Journée  Extérieur
780,Espagne2014/20156Journée  Général
781,Espagne2014/20156Journée  Domicile
782,Espagne2014/20156Journée  Extérieur
783,Espagne2014/20155Journée  Général
784,Espagne2014/20155Journée  Domicile
785,Espagne2014/20155Journée  Extérieur
786,Espagne2014/20154Journée  Général
787,Espagne2014/20154Journée  Domicile
788,Espagne2014/20154Journée  Extérieur
789,Espagne2014/20153Journée  Général
790,Espagne2014/20153Journée  Domicile
791,Espagne2014/20153Journée  Extérieur
792,Espagne2014/20152Journée  Général
793,Espagne2014/20152Journée  Domicile
794,Espagne2014/20152Journée  Extérieur
795,Espagne2015/201638Journée  Général
796,Espagne2015/201638Journée  Domicile
797,Espagne2015/201638Journée  Extérieur
798,Espagne2015/201637Journée  Général
799,Espagne2015/201637Journée  Domicile
800,Espagne2015/201637Journée  Extérieur
801,Espagne2015/201636Journée  Général
802,Espagne2015/201636Journée  Domicile
803,Espagne2015/201636Journée  Extérieur
804,Espagne2015/201635Journée  Général
805,Espagne2015/201635Journée  Domicile
806,Espagne2015/201635Journée  Extérieur
807,Espagne2015/201634Journée  Général
808,Espagne2015/201634Journée  Domicile
809,Espagne2015/201634Journée  Extérieur
810,Espagne2015/201633Journée  Général
811,Espagne2015/201633Journée  Domicile
812,Espagne2015/201633Journée  Extérieur
813,Espagne2015/201632Journée  Général
814,Espagne2015/201632Journée  Domicile
815,Espagne2015/201632Journée  Extérieur
816,Espagne2015/201631Journée  Général
817,Espagne2015/201631Journée  Domicile
818,Espagne2015/201631Journée  Extérieur
819,Espagne2015/201630Journée  Général
820,Espagne2015/201630Journée  Domicile
821,Espagne2015/201630Journée  Extérieur
822,Espagne2015/201629Journée  Général
823,Espagne2015/201629Journée  Domicile
824,Espagne2015/201629Journée  Extérieur
825,Espagne2015/201628Journée  Général
826,Espagne2015/201628Journée  Domicile
827,Espagne2015/201628Journée  Extérieur
828,Espagne2015/201627Journée  Général
829,Espagne2015/201627Journée  Domicile
830,Espagne2015/201627Journée  Extérieur
831,Espagne2015/201626Journée  Général
832,Espagne2015/201626Journée  Domicile
833,Espagne2015/201626Journée  Extérieur
834,Espagne2015/201625Journée  Général
835,Espagne2015/201625Journée  Domicile
836,Espagne2015/201625Journée  Extérieur
837,Espagne2015/201624Journée  Général
838,Espagne2015/201624Journée  Domicile
839,Espagne2015/201624Journée  Extérieur
840,Espagne2015/201623Journée  Général
841,Espagne2015/201623Journée  Domicile
842,Espagne2015/201623Journée  Extérieur
843,Espagne2015/201622Journée  Général
844,Espagne2015/201622Journée  Domicile
845,Espagne2015/201622Journée  Extérieur
846,Espagne2015/201621Journée  Général
847,Espagne2015/201621Journée  Domicile
848,Espagne2015/201621Journée  Extérieur
849,Espagne2015/201620Journée  Général
850,Espagne2015/201620Journée  Domicile
851,Espagne2015/201620Journée  Extérieur
852,Espagne2015/201619Journée  Général
853,Espagne2015/201619Journée  Domicile
854,Espagne2015/201619Journée  Extérieur
855,Espagne2015/201618Journée  Général
856,Espagne2015/201618Journée  Domicile
857,Espagne2015/201618Journée  Extérieur
858,Espagne2015/201617Journée  Général
859,Espagne2015/201617Journée  Domicile
860,Espagne2015/201617Journée  Extérieur
861,Espagne2015/201616Journée  Général
862,Espagne2015/201616Journée  Domicile
863,Espagne2015/201616Journée  Extérieur
864,Espagne2015/201615Journée  Général
865,Espagne2015/201615Journée  Domicile
866,Espagne2015/201615Journée  Extérieur
867,Espagne2015/201614Journée  Général
868,Espagne2015/201614Journée  Domicile
869,Espagne2015/201614Journée  Extérieur
870,Espagne2015/201613Journée  Général
871,Espagne2015/201613Journée  Domicile
872,Espagne2015/201613Journée  Extérieur
873,Espagne2015/201612Journée  Général
874,Espagne2015/201612Journée  Domicile
875,Espagne2015/201612Journée  Extérieur
876,Espagne2015/201611Journée  Général
877,Espagne2015/201611Journée  Domicile
878,Espagne2015/201611Journée  Extérieur
879,Espagne2015/201610Journée  Général
880,Espagne2015/201610Journée  Domicile
881,Espagne2015/201610Journée  Extérieur
882,Espagne2015/20169Journée  Général
883,Espagne2015/20169Journée  Domicile
884,Espagne2015/20169Journée  Extérieur
885,Espagne2015/20168Journée  Général
886,Espagne2015/20168Journée  Domicile
887,Espagne2015/20168Journée  Extérieur
888,Espagne2015/2016Journée  Général
889,Espagne2015/2016Journée  Domicile
890,Espagne2015/2016Journée  Extérieur
891,Espagne2015/20167Journée  Général
892,Espagne2015/20167Journée  Domicile
893,Espagne2015/20167Journée  Extérieur
894,Espagne2015/20166Journée  Général
895,Espagne2015/20166Journée  Domicile
896,Espagne2015/20166Journée  Extérieur
897,Espagne2015/20165Journée  Général
898,Espagne2015/20165Journée  Domicile
899,Espagne2015/20165Journée  Extérieur
900,Espagne2015/20164Journée  Général
901,Espagne2015/20164Journée  Domicile
902,Espagne2015/20164Journée  Extérieur
903,Espagne2015/20163Journée  Général
904,Espagne2015/20163Journée  Domicile
905,Espagne2015/20163Journée  Extérieur
906,Espagne2015/20162Journée  Général
907,Espagne2015/20162Journée  Domicile
908,Espagne2015/20162Journée  Extérieur
909,Allemagne2012/201334Journée  Général
910,Allemagne2012/201334Journée  Domicile
911,Allemagne2012/201334Journée  Extérieur
912,Allemagne2012/201333Journée  Général
913,Allemagne2012/201333Journée  Domicile
914,Allemagne2012/201333Journée  Extérieur
915,Allemagne2012/201332Journée  Général
916,Allemagne2012/201332Journée  Domicile
917,Allemagne2012/201332Journée  Extérieur
918,Allemagne2012/201331Journée  Général
919,Allemagne2012/201331Journée  Domicile
920,Allemagne2012/201331Journée  Extérieur
921,Allemagne2012/201330Journée  Général
922,Allemagne2012/201330Journée  Domicile
923,Allemagne2012/201330Journée  Extérieur
924,Allemagne2012/201329Journée  Général
925,Allemagne2012/201329Journée  Domicile
926,Allemagne2012/201329Journée  Extérieur
927,Allemagne2012/201328Journée  Général
928,Allemagne2012/201328Journée  Domicile
929,Allemagne2012/201328Journée  Extérieur
930,Allemagne2012/201327Journée  Général
931,Allemagne2012/201327Journée  Domicile
932,Allemagne2012/201327Journée  Extérieur
933,Allemagne2012/201326Journée  Général
934,Allemagne2012/201326Journée  Domicile
935,Allemagne2012/201326Journée  Extérieur
936,Allemagne2012/201325Journée  Général
937,Allemagne2012/201325Journée  Domicile
938,Allemagne2012/201325Journée  Extérieur
939,Allemagne2012/201324Journée  Général
940,Allemagne2012/201324Journée  Domicile
941,Allemagne2012/201324Journée  Extérieur
942,Allemagne2012/201323Journée  Général
943,Allemagne2012/201323Journée  Domicile
944,Allemagne2012/201323Journée  Extérieur
945,Allemagne2012/201322Journée  Général
946,Allemagne2012/201322Journée  Domicile
947,Allemagne2012/201322Journée  Extérieur
948,Allemagne2012/201321Journée  Général
949,Allemagne2012/201321Journée  Domicile
950,Allemagne2012/201321Journée  Extérieur
951,Allemagne2012/201320Journée  Général
952,Allemagne2012/201320Journée  Domicile
953,Allemagne2012/201320Journée  Extérieur
954,Allemagne2012/201319Journée  Général
955,Allemagne2012/201319Journée  Domicile
956,Allemagne2012/201319Journée  Extérieur
957,Allemagne2012/201318Journée  Général
958,Allemagne2012/201318Journée  Domicile
959,Allemagne2012/201318Journée  Extérieur
960,Allemagne2012/201317Journée  Général
961,Allemagne2012/201317Journée  Domicile
962,Allemagne2012/201317Journée  Extérieur
963,Allemagne2012/201316Journée  Général
964,Allemagne2012/201316Journée  Domicile
965,Allemagne2012/201316Journée  Extérieur
966,Allemagne2012/201315Journée  Général
967,Allemagne2012/201315Journée  Domicile
968,Allemagne2012/201315Journée  Extérieur
969,Allemagne2012/201314Journée  Général
970,Allemagne2012/201314Journée  Domicile
971,Allemagne2012/201314Journée  Extérieur
972,Allemagne2012/201313Journée  Général
973,Allemagne2012/201313Journée  Domicile
974,Allemagne2012/201313Journée  Extérieur
975,Allemagne2012/201312Journée  Général
976,Allemagne2012/201312Journée  Domicile
977,Allemagne2012/201312Journée  Extérieur
978,Allemagne2012/201311Journée  Général
979,Allemagne2012/201311Journée  Domicile
980,Allemagne2012/201311Journée  Extérieur
981,Allemagne2012/201310Journée  Général
982,Allemagne2012/201310Journée  Domicile
983,Allemagne2012/201310Journée  Extérieur
984,Allemagne2012/20139Journée  Général
985,Allemagne2012/20139Journée  Domicile
986,Allemagne2012/20139Journée  Extérieur
987,Allemagne2012/20138Journée  Général
988,Allemagne2012/20138Journée  Domicile
989,Allemagne2012/20138Journée  Extérieur
990,Allemagne2012/20137Journée  Général
991,Allemagne2012/20137Journée  Domicile
992,Allemagne2012/20137Journée  Extérieur
993,Allemagne2012/20136Journée  Général
994,Allemagne2012/20136Journée  Domicile
995,Allemagne2012/20136Journée  Extérieur
996,Allemagne2012/20135Journée  Général
997,Allemagne2012/20135Journée  Domicile
998,Allemagne2012/20135Journée  Extérieur
999,Allemagne2012/20134Journée  Général
1000,Allemagne2012/20134Journée  Domicile
1001,Allemagne2012/20134Journée  Extérieur
1002,Allemagne2012/20133Journée  Général
1003,Allemagne2012/20133Journée  Domicile
1004,Allemagne2012/20133Journée  Extérieur
1005,Allemagne2012/20132Journée  Général
1006,Allemagne2012/20132Journée  Domicile
1007,Allemagne2012/20132Journée  Extérieur
1008,Allemagne2013/201434Journée  Général
1009,Allemagne2013/201434Journée  Domicile
1010,Allemagne2013/201434Journée  Extérieur
1011,Allemagne2013/201433Journée  Général
1012,Allemagne2013/201433Journée  Domicile
1013,Allemagne2013/201433Journée  Extérieur
1014,Allemagne2013/201432Journée  Général
1015,Allemagne2013/201432Journée  Domicile
1016,Allemagne2013/201432Journée  Extérieur
1017,Allemagne2013/201431Journée  Général
1018,Allemagne2013/201431Journée  Domicile
1019,Allemagne2013/201431Journée  Extérieur
1020,Allemagne2013/201430Journée  Général
1021,Allemagne2013/201430Journée  Domicile
1022,Allemagne2013/201430Journée  Extérieur
1023,Allemagne2013/201429Journée  Général
1024,Allemagne2013/201429Journée  Domicile
1025,Allemagne2013/201429Journée  Extérieur
1026,Allemagne2013/201428Journée  Général
1027,Allemagne2013/201428Journée  Domicile
1028,Allemagne2013/201428Journée  Extérieur
1029,Allemagne2013/201427Journée  Général
1030,Allemagne2013/201427Journée  Domicile
1031,Allemagne2013/201427Journée  Extérieur
1032,Allemagne2013/201426Journée  Général
1033,Allemagne2013/201426Journée  Domicile
1034,Allemagne2013/201426Journée  Extérieur
1035,Allemagne2013/201425Journée  Général
1036,Allemagne2013/201425Journée  Domicile
1037,Allemagne2013/201425Journée  Extérieur
1038,Allemagne2013/201424Journée  Général
1039,Allemagne2013/201424Journée  Domicile
1040,Allemagne2013/201424Journée  Extérieur
1041,Allemagne2013/201423Journée  Général
1042,Allemagne2013/201423Journée  Domicile
1043,Allemagne2013/201423Journée  Extérieur
1044,Allemagne2013/201422Journée  Général
1045,Allemagne2013/201422Journée  Domicile
1046,Allemagne2013/201422Journée  Extérieur
1047,Allemagne2013/201421Journée  Général
1048,Allemagne2013/201421Journée  Domicile
1049,Allemagne2013/201421Journée  Extérieur
1050,Allemagne2013/201420Journée  Général
1051,Allemagne2013/201420Journée  Domicile
1052,Allemagne2013/201420Journée  Extérieur
1053,Allemagne2013/201419Journée  Général
1054,Allemagne2013/201419Journée  Domicile
1055,Allemagne2013/201419Journée  Extérieur
1056,Allemagne2013/201418Journée  Général
1057,Allemagne2013/201418Journée  Domicile
1058,Allemagne2013/201418Journée  Extérieur
1059,Allemagne2013/201417Journée  Général
1060,Allemagne2013/201417Journée  Domicile
1061,Allemagne2013/201417Journée  Extérieur
1062,Allemagne2013/201416Journée  Général
1063,Allemagne2013/201416Journée  Domicile
1064,Allemagne2013/201416Journée  Extérieur
1065,Allemagne2013/201415Journée  Général
1066,Allemagne2013/201415Journée  Domicile
1067,Allemagne2013/201415Journée  Extérieur
1068,Allemagne2013/201414Journée  Général
1069,Allemagne2013/201414Journée  Domicile
1070,Allemagne2013/201414Journée  Extérieur
1071,Allemagne2013/201413Journée  Général
1072,Allemagne2013/201413Journée  Domicile
1073,Allemagne2013/201413Journée  Extérieur
1074,Allemagne2013/201412Journée  Général
1075,Allemagne2013/201412Journée  Domicile
1076,Allemagne2013/201412Journée  Extérieur
1077,Allemagne2013/201411Journée  Général
1078,Allemagne2013/201411Journée  Domicile
1079,Allemagne2013/201411Journée  Extérieur
1080,Allemagne2013/201410Journée  Général
1081,Allemagne2013/201410Journée  Domicile
1082,Allemagne2013/201410Journée  Extérieur
1083,Allemagne2013/20149Journée  Général
1084,Allemagne2013/20149Journée  Domicile
1085,Allemagne2013/20149Journée  Extérieur
1086,Allemagne2013/20148Journée  Général
1087,Allemagne2013/20148Journée  Domicile
1088,Allemagne2013/20148Journée  Extérieur
1089,Allemagne2013/20147Journée  Général
1090,Allemagne2013/20147Journée  Domicile
1091,Allemagne2013/20147Journée  Extérieur
1092,Allemagne2013/20146Journée  Général
1093,Allemagne2013/20146Journée  Domicile
1094,Allemagne2013/20146Journée  Extérieur
1095,Allemagne2013/20145Journée  Général
1096,Allemagne2013/20145Journée  Domicile
1097,Allemagne2013/20145Journée  Extérieur
1098,Allemagne2013/20144Journée  Général
1099,Allemagne2013/20144Journée  Domicile
1100,Allemagne2013/20144Journée  Extérieur
1101,Allemagne2013/20143Journée  Général
1102,Allemagne2013/20143Journée  Domicile
1103,Allemagne2013/20143Journée  Extérieur
1104,Allemagne2013/20142Journée  Général
1105,Allemagne2013/20142Journée  Domicile
1106,Allemagne2013/20142Journée  Extérieur
1107,Allemagne2014/201534Journée  Général
1108,Allemagne2014/201534Journée  Domicile
1109,Allemagne2014/201534Journée  Extérieur
1110,Allemagne2014/2015Journée  Général
1111,Allemagne2014/2015Journée  Domicile
1112,Allemagne2014/2015Journée  Extérieur
1113,Allemagne2014/201532Journée  Général
1114,Allemagne2014/201532Journée  Domicile
1115,Allemagne2014/201532Journée  Extérieur
1116,Allemagne2014/201531Journée  Général
1117,Allemagne2014/201531Journée  Domicile
1118,Allemagne2014/201531Journée  Extérieur
1119,Allemagne2014/201530Journée  Général
1120,Allemagne2014/201530Journée  Domicile
1121,Allemagne2014/201530Journée  Extérieur
1122,Allemagne2014/2015Journée  Général
1123,Allemagne2014/2015Journée  Domicile
1124,Allemagne2014/2015Journée  Extérieur
1125,Allemagne2014/201528Journée  Général
1126,Allemagne2014/201528Journée  Domicile
1127,Allemagne2014/201528Journée  Extérieur
1128,Allemagne2014/201527Journée  Général
1129,Allemagne2014/201527Journée  Domicile
1130,Allemagne2014/201527Journée  Extérieur
1131,Allemagne2014/201526Journée  Général
1132,Allemagne2014/201526Journée  Domicile
1133,Allemagne2014/201526Journée  Extérieur
1134,Allemagne2014/201525Journée  Général
1135,Allemagne2014/201525Journée  Domicile
1136,Allemagne2014/201525Journée  Extérieur
1137,Allemagne2014/2015Journée  Général
1138,Allemagne2014/2015Journée  Domicile
1139,Allemagne2014/2015Journée  Extérieur
1140,Allemagne2014/201524Journée  Général
1141,Allemagne2014/201524Journée  Domicile
1142,Allemagne2014/201524Journée  Extérieur
1143,Allemagne2014/201523Journée  Général
1144,Allemagne2014/201523Journée  Domicile
1145,Allemagne2014/201523Journée  Extérieur
1146,Allemagne2014/201522Journée  Général
1147,Allemagne2014/201522Journée  Domicile
1148,Allemagne2014/201522Journée  Extérieur
1149,Allemagne2014/201521Journée  Général
1150,Allemagne2014/201521Journée  Domicile
1151,Allemagne2014/201521Journée  Extérieur
1152,Allemagne2014/201520Journée  Général
1153,Allemagne2014/201520Journée  Domicile
1154,Allemagne2014/201520Journée  Extérieur
1155,Allemagne2014/201519Journée  Général
1156,Allemagne2014/201519Journée  Domicile
1157,Allemagne2014/201519Journée  Extérieur
1158,Allemagne2014/201518Journée  Général
1159,Allemagne2014/201518Journée  Domicile
1160,Allemagne2014/201518Journée  Extérieur
1161,Allemagne2014/201517Journée  Général
1162,Allemagne2014/201517Journée  Domicile
1163,Allemagne2014/201517Journée  Extérieur
1164,Allemagne2014/201516Journée  Général
1165,Allemagne2014/201516Journée  Domicile
1166,Allemagne2014/201516Journée  Extérieur
1167,Allemagne2014/201515Journée  Général
1168,Allemagne2014/201515Journée  Domicile
1169,Allemagne2014/201515Journée  Extérieur
1170,Allemagne2014/201514Journée  Général
1171,Allemagne2014/201514Journée  Domicile
1172,Allemagne2014/201514Journée  Extérieur
1173,Allemagne2014/201513Journée  Général
1174,Allemagne2014/201513Journée  Domicile
1175,Allemagne2014/201513Journée  Extérieur
1176,Allemagne2014/201512Journée  Général
1177,Allemagne2014/201512Journée  Domicile
1178,Allemagne2014/201512Journée  Extérieur
1179,Allemagne2014/201511Journée  Général
1180,Allemagne2014/201511Journée  Domicile
1181,Allemagne2014/201511Journée  Extérieur
1182,Allemagne2014/201510Journée  Général
1183,Allemagne2014/201510Journée  Domicile
1184,Allemagne2014/201510Journée  Extérieur
1185,Allemagne2014/20159Journée  Général
1186,Allemagne2014/20159Journée  Domicile
1187,Allemagne2014/20159Journée  Extérieur
1188,Allemagne2014/20158Journée  Général
1189,Allemagne2014/20158Journée  Domicile
1190,Allemagne2014/20158Journée  Extérieur
1191,Allemagne2014/20157Journée  Général
1192,Allemagne2014/20157Journée  Domicile
1193,Allemagne2014/20157Journée  Extérieur
1194,Allemagne2014/20156Journée  Général
1195,Allemagne2014/20156Journée  Domicile
1196,Allemagne2014/20156Journée  Extérieur
1197,Allemagne2014/20155Journée  Général
1198,Allemagne2014/20155Journée  Domicile
1199,Allemagne2014/20155Journée  Extérieur
1200,Allemagne2014/20154Journée  Général
1201,Allemagne2014/20154Journée  Domicile
1202,Allemagne2014/20154Journée  Extérieur
1203,Allemagne2014/20153Journée  Général
1204,Allemagne2014/20153Journée  Domicile
1205,Allemagne2014/20153Journée  Extérieur
1206,Allemagne2014/20152Journée  Général
1207,Allemagne2014/20152Journée  Domicile
1208,Allemagne2014/20152Journée  Extérieur
1209,Allemagne2015/201634Journée  Général
1210,Allemagne2015/201634Journée  Domicile
1211,Allemagne2015/201634Journée  Extérieur
1212,Allemagne2015/201633Journée  Général
1213,Allemagne2015/201633Journée  Domicile
1214,Allemagne2015/201633Journée  Extérieur
1215,Allemagne2015/201632Journée  Général
1216,Allemagne2015/201632Journée  Domicile
1217,Allemagne2015/201632Journée  Extérieur
1218,Allemagne2015/201631Journée  Général
1219,Allemagne2015/201631Journée  Domicile
1220,Allemagne2015/201631Journée  Extérieur
1221,Allemagne2015/201630Journée  Général
1222,Allemagne2015/201630Journée  Domicile
1223,Allemagne2015/201630Journée  Extérieur
1224,Allemagne2015/201629Journée  Général
1225,Allemagne2015/201629Journée  Domicile
1226,Allemagne2015/201629Journée  Extérieur
1227,Allemagne2015/201628Journée  Général
1228,Allemagne2015/201628Journée  Domicile
1229,Allemagne2015/201628Journée  Extérieur
1230,Allemagne2015/201627Journée  Général
1231,Allemagne2015/201627Journée  Domicile
1232,Allemagne2015/201627Journée  Extérieur
1233,Allemagne2015/201626Journée  Général
1234,Allemagne2015/201626Journée  Domicile
1235,Allemagne2015/201626Journée  Extérieur
1236,Allemagne2015/201625Journée  Général
1237,Allemagne2015/201625Journée  Domicile
1238,Allemagne2015/201625Journée  Extérieur
1239,Allemagne2015/201624Journée  Général
1240,Allemagne2015/201624Journée  Domicile
1241,Allemagne2015/201624Journée  Extérieur
1242,Allemagne2015/2016Journée  Général
1243,Allemagne2015/2016Journée  Domicile
1244,Allemagne2015/2016Journée  Extérieur
1245,Allemagne2015/201623Journée  Général
1246,Allemagne2015/201623Journée  Domicile
1247,Allemagne2015/201623Journée  Extérieur
1248,Allemagne2015/201622Journée  Général
1249,Allemagne2015/201622Journée  Domicile
1250,Allemagne2015/201622Journée  Extérieur
1251,Allemagne2015/201621Journée  Général
1252,Allemagne2015/201621Journée  Domicile
1253,Allemagne2015/201621Journée  Extérieur
1254,Allemagne2015/201620Journée  Général
1255,Allemagne2015/201620Journée  Domicile
1256,Allemagne2015/201620Journée  Extérieur
1257,Allemagne2015/201619Journée  Général
1258,Allemagne2015/201619Journée  Domicile
1259,Allemagne2015/201619Journée  Extérieur
1260,Allemagne2015/201618Journée  Général
1261,Allemagne2015/201618Journée  Domicile
1262,Allemagne2015/201618Journée  Extérieur
1263,Allemagne2015/201617Journée  Général
1264,Allemagne2015/201617Journée  Domicile
1265,Allemagne2015/201617Journée  Extérieur
1266,Allemagne2015/201616Journée  Général
1267,Allemagne2015/201616Journée  Domicile
1268,Allemagne2015/201616Journée  Extérieur
1269,Allemagne2015/201615Journée  Général
1270,Allemagne2015/201615Journée  Domicile
1271,Allemagne2015/201615Journée  Extérieur
1272,Allemagne2015/201614Journée  Général
1273,Allemagne2015/201614Journée  Domicile
1274,Allemagne2015/201614Journée  Extérieur
1275,Allemagne2015/201613Journée  Général
1276,Allemagne2015/201613Journée  Domicile
1277,Allemagne2015/201613Journée  Extérieur
1278,Allemagne2015/201612Journée  Général
1279,Allemagne2015/201612Journée  Domicile
1280,Allemagne2015/201612Journée  Extérieur
1281,Allemagne2015/201611Journée  Général
1282,Allemagne2015/201611Journée  Domicile
1283,Allemagne2015/201611Journée  Extérieur
1284,Allemagne2015/201610Journée  Général
1285,Allemagne2015/201610Journée  Domicile
1286,Allemagne2015/201610Journée  Extérieur
1287,Allemagne2015/2016Journée  Général
1288,Allemagne2015/2016Journée  Domicile
1289,Allemagne2015/2016Journée  Extérieur
1290,Allemagne2015/2016Journée  Général
1291,Allemagne2015/2016Journée  Domicile
1292,Allemagne2015/2016Journée  Extérieur
1293,Allemagne2015/20169Journée  Général
1294,Allemagne2015/20169Journée  Domicile
1295,Allemagne2015/20169Journée  Extérieur
1296,Allemagne2015/20168Journée  Général
1297,Allemagne2015/20168Journée  Domicile
1298,Allemagne2015/20168Journée  Extérieur
1299,Allemagne2015/20167Journée  Général
1300,Allemagne2015/20167Journée  Domicile
1301,Allemagne2015/20167Journée  Extérieur
1302,Allemagne2015/20166Journée  Général
1303,Allemagne2015/20166Journée  Domicile
1304,Allemagne2015/20166Journée  Extérieur
1305,Allemagne2015/2016Journée  Général
1306,Allemagne2015/2016Journée  Domicile
1307,Allemagne2015/2016Journée  Extérieur
1308,Allemagne2015/2016Journée  Général
1309,Allemagne2015/2016Journée  Domicile
1310,Allemagne2015/2016Journée  Extérieur
1311,Allemagne2015/20165Journée  Général
1312,Allemagne2015/20165Journée  Domicile
1313,Allemagne2015/20165Journée  Extérieur
1314,Allemagne2015/20164Journée  Général
1315,Allemagne2015/20164Journée  Domicile
1316,Allemagne2015/20164Journée  Extérieur
1317,Allemagne2015/20163Journée  Général
1318,Allemagne2015/20163Journée  Domicile
1319,Allemagne2015/20163Journée  Extérieur
1320,Allemagne2015/20162Journée  Général
1321,Allemagne2015/20162Journée  Domicile
1322,Allemagne2015/20162Journée  Extérieur
1323,Italie2012/201338Journée  Général
1324,Italie2012/201338Journée  Domicile
1325,Italie2012/201338Journée  Extérieur
1326,Italie2012/201337Journée  Général
1327,Italie2012/201337Journée  Domicile
1328,Italie2012/201337Journée  Extérieur
1329,Italie2012/201336Journée  Général
1330,Italie2012/201336Journée  Domicile
1331,Italie2012/201336Journée  Extérieur
1332,Italie2012/201335Journée  Général
1333,Italie2012/201335Journée  Domicile
1334,Italie2012/201335Journée  Extérieur
1335,Italie2012/201334Journée  Général
1336,Italie2012/201334Journée  Domicile
1337,Italie2012/201334Journée  Extérieur
1338,Italie2012/2013Journée  Général
1339,Italie2012/2013Journée  Domicile
1340,Italie2012/2013Journée  Extérieur
1341,Italie2012/2013Journée  Général
1342,Italie2012/2013Journée  Domicile
1343,Italie2012/2013Journée  Extérieur
1344,Italie2012/201331Journée  Général
1345,Italie2012/201331Journée  Domicile
1346,Italie2012/201331Journée  Extérieur
1347,Italie2012/201330Journée  Général
1348,Italie2012/201330Journée  Domicile
1349,Italie2012/201330Journée  Extérieur
