,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,10,4,3,1,0,6,2,+4
1,2,Olympique de Marseille,8,4,2,2,0,5,2,+3
2,3,AS Monaco,7,3,2,1,0,5,2,+3
3,4,AS Saint-Etienne,6,4,2,0,2,5,4,+1
4,5,Stade Rennais,5,4,1,2,1,3,3,0
5,6,Reims,5,4,1,2,1,2,2,0
6,7,Lille OSC,4,3,1,1,1,3,2,+1
7,8,Toulouse FC,4,4,1,1,2,3,6,-3
8,9,OGC Nice,4,4,1,1,2,2,6,-4
9,10,Olympique Lyonnais,3,3,1,0,2,5,5,0
10,11,Evian Thonon Gaillard,3,3,1,0,2,3,7,-4
11,12,Girondins de Bordeaux,2,3,0,2,1,5,6,-1
12,13,Ajaccio AC,2,3,0,2,1,1,3,-2
13,14,Montpellier Herault SC,2,3,0,2,1,5,8,-3
14,15,Bastia SC,2,4,0,2,2,1,5,-4
15,16,FC Nantes Atlantique,1,3,0,1,2,2,5,-3
16,17,En Avant Guingamp,1,3,0,1,2,1,4,-3
17,18,Sochaux-Montbélliard,1,4,0,1,3,3,9,-6
18,19,Lorient,0,4,0,0,4,0,5,-5
19,20,Valenciennes,0,3,0,0,3,0,7,-7
