,0,1,2,3,4,5,6,7,8,9
0,1,Montpellier Herault SC,27,13,8,3,2,24,9,+15
1,2,Paris SG,27,13,8,3,2,22,7,+15
2,3,Olympique Lyonnais,26,12,8,2,2,24,11,+13
3,4,Lorient,26,13,7,5,1,25,18,+7
4,5,OGC Nice,25,13,7,4,2,24,14,+10
5,6,Valenciennes,24,12,7,3,2,22,12,+10
6,7,AS Saint-Etienne,23,13,7,2,4,23,9,+14
7,8,Olympique de Marseille,23,12,7,2,3,17,15,+2
8,9,Lille OSC,22,12,6,4,2,17,9,+8
9,10,Stade Rennais,20,12,6,2,4,17,13,+4
10,11,Toulouse FC,20,13,5,5,3,21,19,+2
11,12,Ajaccio AC  ,19,12,5,4,3,12,9,+3
12,13,Reims,18,13,4,6,3,15,11,+4
13,14,Girondins de Bordeaux,18,12,4,6,2,11,11,0
14,15,Sochaux-Montbélliard,17,13,5,2,6,19,19,0
15,16,Brest,17,12,5,2,5,14,14,0
16,17,Bastia SC,16,12,5,1,6,17,22,-5
17,18,ESTAC Troyes,15,13,3,6,4,17,19,-2
18,19,Evian Thonon Gaillard,12,12,2,6,4,14,18,-4
19,20,Nancy,11,13,2,5,6,11,17,-6
