,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,30,12,9,3,0,35,5,+30
1,2,Lille OSC,28,12,9,1,2,18,6,+12
2,3,AS Monaco,27,12,8,3,1,20,7,+13
3,4,AS Saint-Etienne,26,12,8,2,2,24,11,+13
4,5,Bastia SC,26,11,8,2,1,17,7,+10
5,6,OGC Nice,25,12,8,1,3,18,10,+8
6,7,Girondins de Bordeaux,25,13,8,1,4,19,12,+7
7,8,Lorient,22,11,6,4,1,19,11,+8
8,9,Olympique Lyonnais,21,12,5,6,1,19,7,+12
9,10,Olympique de Marseille,20,12,6,2,4,21,15,+6
10,11,En Avant Guingamp,19,13,5,4,4,16,12,+4
11,12,Stade Rennais,18,12,4,6,2,15,12,+3
12,13,FC Nantes Atlantique  ,17,12,5,2,5,12,9,+3
13,14,Montpellier Herault SC,16,13,3,7,3,15,12,+3
14,15,Reims,15,11,4,3,4,16,17,-1
15,16,Toulouse FC,15,12,3,6,3,12,15,-3
16,17,Evian Thonon Gaillard,14,12,3,5,4,15,18,-3
17,18,Valenciennes,13,12,3,4,5,13,14,-1
18,19,Sochaux-Montbélliard,13,11,3,4,4,9,13,-4
19,20,Ajaccio AC,10,13,2,4,7,14,20,-6
