,0,1,2,3,4,5,6,7,8,9
0,1,Bayern Munich,20,8,6,2,0,21,2,+19
1,2,Borussia Mönchengladbach,16,8,4,4,0,12,4,+8
2,3,1. FSV Mayence 05,14,8,3,5,0,12,7,+5
3,-,TSG 1899 Hoffenheim,14,8,3,5,0,12,7,+5
4,5,VfL Wolfsbourg,14,8,4,2,2,13,9,+4
5,6,Bayer Leverkusen,13,8,3,4,1,16,14,+2
6,7,SC Paderborn 07,12,8,3,3,2,13,11,+2
7,8,Eintracht Francfort,12,8,3,3,2,13,13,0
8,9,Schalke 04,11,8,3,2,3,13,12,+1
9,10,Hanovre 96,10,8,3,1,4,5,11,-6
10,11,FC Cologne,9,8,2,3,3,6,7,-1
11,12,FC Augsburg,9,8,3,0,5,9,11,-2
12,13,Hertha Berlin,8,8,2,2,4,11,16,-5
13,14,Borussia Dortmund,7,8,2,1,5,10,14,-4
14,15,VfB Stuttgart,6,8,1,3,4,9,15,-6
15,16,Hambourg SV,6,8,1,3,4,3,9,-6
16,17,SC Fribourg,5,8,0,5,3,8,12,-4
17,18,Werder Brême,4,8,0,4,4,10,22,-12
