,0,1,2,3,4,5,6,7,8,9
0,1,OGC Nice,36,15,11,3,1,27,10,+17
1,2,Paris SG,35,15,11,2,2,30,8,+22
2,3,AS Monaco,33,15,10,3,2,44,16,+28
3,4,Olympique Lyonnais,25,15,8,1,6,28,18,+10
4,5,Girondins de Bordeaux,24,15,6,6,3,20,17,+3
5,6,Stade Rennais,24,15,7,3,5,16,19,-3
6,7,En Avant Guingamp,23,15,6,5,4,19,15,+4
7,8,Toulouse FC,22,15,6,4,5,18,13,+5
8,9,AS Saint-Etienne,22,15,5,7,3,16,12,+4
9,10,SCO Angers,18,15,5,3,7,13,16,-3
10,11,Olympique de Marseille,18,15,4,6,5,13,17,-4
11,12,FC Metz,18,15,5,3,7,16,29,-13
12,13,Nancy,16,15,4,4,7,12,19,-7
13,14,Montpellier Herault SC,16,15,3,7,5,20,28,-8
14,15,Dijon FCO,15,15,3,6,6,19,22,-3
15,16,Bastia SC,14,15,3,5,7,12,15,-3
16,17,Lille OSC,14,15,4,2,9,14,21,-7
17,18,SM Caen,14,15,4,2,9,13,27,-14
18,19,FC Nantes Atlantique,13,15,3,4,8,9,24,-15
19,20,Lorient,11,15,3,2,10,14,27,-13
