,0,1,2,3,4,5,6,7,8,9
0,1,Olympique Lyonnais,15,6,5,0,1,15,7,+8
1,2,Valenciennes,14,6,4,2,0,16,3,+13
2,3,Reims,13,6,4,1,1,10,4,+6
3,4,Brest,13,5,4,1,0,8,3,+5
4,5,Stade Rennais,12,6,4,0,2,9,6,+3
5,6,Paris SG,11,6,3,2,1,8,4,+4
6,7,AS Saint-Etienne,10,6,3,1,2,11,3,+8
7,8,Olympique de Marseille,10,5,3,1,1,9,7,+2
8,9,Lorient,9,5,2,3,0,11,7,+4
9,10,Toulouse FC,9,5,2,3,0,10,7,+3
10,11,OGC Nice,9,6,2,3,1,11,9,+2
11,12,Girondins de Bordeaux,9,5,2,3,0,6,4,+2
12,13,Bastia SC,9,5,3,0,2,8,11,-3
13,14,Lille OSC,8,5,2,2,1,7,5,+2
14,15,Ajaccio AC  ,8,5,2,2,1,3,2,+1
15,16,Sochaux-Montbélliard,6,5,2,0,3,8,9,-1
16,17,ESTAC Troyes,6,6,1,3,2,5,7,-2
17,18,Montpellier Herault SC,5,5,1,2,2,7,7,0
18,19,Evian Thonon Gaillard,5,6,1,2,3,7,11,-4
19,20,Nancy,4,6,1,1,4,2,6,-4
