,0,1,2,3,4,5,6,7,8,9
0,1,Paris SG,12,6,4,0,2,11,6,+5
1,2,AS Monaco,10,6,3,1,2,14,9,+5
2,3,OGC Nice,10,5,3,1,1,7,4,+3
3,4,En Avant Guingamp,8,7,2,2,3,11,10,+1
4,5,Girondins de Bordeaux,8,6,2,2,2,8,8,0
5,6,Olympique Lyonnais,7,6,2,1,3,7,8,-1
6,7,FC Metz,7,6,2,1,3,4,5,-1
7,-,Toulouse FC,7,7,1,4,2,4,5,-1
8,9,FC Nantes Atlantique,7,6,2,1,3,6,9,-3
9,10,AS Saint-Etienne,6,6,1,3,2,5,6,-1
10,11,SCO Angers,6,6,2,0,4,4,7,-3
11,12,Nancy,5,6,1,2,3,3,10,-7
12,13,Stade Rennais,4,6,1,1,4,3,13,-10
13,14,Bastia SC,3,6,1,0,5,5,8,-3
14,15,Montpellier Herault SC,3,6,0,3,3,10,20,-10
15,16,Olympique de Marseille,2,6,0,2,4,7,12,-5
16,17,Dijon FCO,2,5,0,2,3,2,8,-6
17,18,Lille OSC,1,6,0,1,5,4,10,-6
18,19,SM Caen,1,6,0,1,5,3,11,-8
19,20,Lorient,0,6,0,0,6,4,11,-7
